millis(),currentState,IMUAcc.acceleration.x,IMUAcc.acceleration.y,IMUAcc.acceleration.z,IMUGyro.gyro.x,IMUGyro.gyro.y,IMUGyro.gyro.z,IMUTher.temperature,BARO.readTemperature,BARO.readPressure,BARO.readAltitude
11862,2,9.57,2.70,0.0,0.-4,0.-5,0.15,4.18,7.58,93327.12,688.52
11896,2,9.84,2.35,0.15,0.0,0.-6,0.12,4.18,7.58,93311.92,688.80
11930,2,9.61,2.67,0.-8,0.9,0.-12,0.-14,4.18,7.58,93324.95,688.71
11964,2,9.50,2.64,0.-1,0.7,0.-10,0.-15,4.18,7.58,93323.85,688.3
11998,2,9.53,2.64,0.-3,0.7,0.-9,0.-4,4.18,7.58,93326.3,688.32
12033,2,9.51,2.71,0.-15,0.5,0.-9,0.0,4.25,7.57,93326.3,688.71
12067,2,9.63,2.61,0.7,0.2,0.-7,0.2,4.25,7.57,93324.95,689.0
12101,2,9.59,2.62,0.-11,0.6,0.-9,0.0,4.25,7.59,93324.95,688.52
12135,2,9.60,2.65,0.-4,0.3,0.-8,0.0,4.31,7.57,93319.52,688.42
12169,2,9.61,2.59,0.-13,0.8,0.-10,0.-4,4.25,7.57,93324.96,688.90
12203,2,9.60,2.59,0.-3,0.2,0.-7,0.1,4.31,7.58,93317.35,688.80
12237,2,9.57,2.58,0.2,0.3,0.-8,0.0,4.25,7.57,93323.85,688.80
12271,2,9.64,2.53,0.0,0.3,0.-8,0.0,4.31,7.58,93328.21,687.93
12306,2,9.59,2.52,0.4,0.4,0.-9,0.-2,4.25,7.57,93323.86,689.0
12340,2,9.72,2.42,0.7,0.8,0.-10,0.-5,4.37,7.58,93321.69,688.32
12374,2,9.48,2.70,0.-5,0.9,0.-10,0.-13,4.25,7.57,93327.12,688.80
12408,2,9.68,2.54,0.0,0.4,0.-9,0.-2,4.31,7.57,93326.3,688.52
12442,2,9.62,2.61,0.-4,0.5,0.-9,0.-6,4.31,7.58,93329.29,688.80
12476,2,9.61,2.59,0.1,0.4,0.-10,0.-11,4.18,7.58,93320.60,688.71
12510,2,9.52,2.61,0.-8,0.6,0.-10,0.-13,4.37,7.59,93323.86,688.71
12545,2,9.62,2.55,0.-8,0.8,0.-8,0.-5,4.37,7.57,93322.78,689.9
12580,2,9.50,2.78,0.-14,0.9,0.-8,0.-6,4.31,7.57,93327.12,688.80
12614,2,9.66,2.61,0.-11,0.2,0.-6,0.2,4.31,7.59,93323.86,688.22
12648,2,9.57,2.64,0.-8,0.2,0.-7,0.-1,4.31,7.56,93319.52,688.42
12682,2,9.61,2.55,0.-6,0.1,0.-7,0.-5,4.25,7.58,93320.60,688.61
12716,2,9.58,2.59,0.-10,0.3,0.-9,0.-8,4.31,7.58,93324.95,688.22
12750,2,9.63,2.59,0.-9,0.3,0.-9,0.-11,4.31,7.58,93323.85,688.32
12784,2,9.56,2.64,0.-6,0.4,0.-10,0.-19,4.25,7.59,93317.35,688.32
12818,2,9.38,2.99,0.-14,0.6,0.-10,0.-13,4.31,7.58,93323.85,689.0
12853,2,9.63,2.75,0.-11,0.5,0.-8,0.-8,4.25,7.59,93330.38,688.32
12887,2,9.31,2.79,0.-8,0.0,0.-6,0.-7,4.25,7.58,93321.68,688.22
12921,2,9.40,3.2,0.-13,0.-2,0.-5,0.18,4.25,7.58,93320.60,688.52
12955,2,9.64,2.62,0.-2,0.-13,0.-6,0.33,4.25,7.58,93324.96,688.22
12989,2,9.90,2.40,0.11,0.-6,0.-8,0.12,4.18,7.58,93320.60,688.13
13023,2,9.61,2.50,0.-3,0.2,0.-9,0.-3,4.25,7.58,93326.3,688.61
13057,2,9.50,2.65,0.-2,0.6,0.-10,0.0,4.18,7.57,93318.43,688.51
13091,2,9.63,2.48,0.-2,0.7,0.-10,0.-9,4.25,7.58,93328.21,688.13
13126,2,9.68,2.47,0.-7,0.10,0.-10,0.-8,4.18,7.58,93322.78,688.32
13160,2,9.55,2.55,0.-4,0.12,0.-9,0.-12,4.18,7.58,93322.78,689.0
13194,2,9.64,2.56,0.-2,0.12,0.-8,0.-6,4.18,7.57,93327.12,688.42
13228,2,9.65,2.69,0.-22,0.12,0.-9,0.-14,4.12,7.57,93326.3,688.71
13262,2,9.67,2.63,0.-12,0.3,0.-9,0.-18,4.18,7.57,93322.78,689.19
13296,2,9.48,2.76,0.-10,0.2,0.-8,0.-18,4.18,7.56,93323.86,688.3
13330,2,9.66,2.62,0.-4,0.2,0.-8,0.-12,4.25,7.58,93327.13,688.71
13364,2,9.69,2.74,0.-8,0.2,0.-9,0.-26,4.12,7.56,93326.4,688.61
13399,2,9.38,3.19,0.-18,0.-7,0.-11,0.-38,4.25,7.56,93322.79,688.61
13433,2,9.23,3.0,0.-2,0.-7,0.-10,0.-9,4.18,7.56,93327.13,689.9
13467,2,9.67,2.73,0.-5,0.-2,0.-10,0.-2,4.18,7.56,93320.61,688.42
13501,2,9.26,2.98,0.-14,0.0,0.-9,0.-8,4.18,7.56,93321.71,688.32
13535,2,9.54,2.94,0.-11,0.0,0.-7,0.21,4.25,7.55,93322.79,689.19
13570,2,9.68,2.71,0.-3,0.1,0.-7,0.18,4.25,7.55,93324.97,688.61
13604,2,9.69,2.61,-1.-20,0.4,0.-8,0.4,4.25,7.55,93324.96,688.71
13638,2,9.29,2.93,0.-14,0.3,0.-7,0.0,4.25,7.55,93320.62,688.61
13673,2,9.51,2.80,0.-14,0.0,0.-6,0.17,4.18,7.56,93327.14,688.90
13707,2,10.3,2.35,0.-17,0.6,0.-11,0.-1,4.12,7.55,93326.4,688.71
13741,2,9.29,2.85,0.-12,0.2,0.-9,0.-17,4.18,7.56,93321.71,687.93
13775,2,9.82,2.36,0.15,0.1,0.-6,0.13,4.12,7.56,93320.61,688.71
13809,2,9.56,2.68,0.-11,0.6,0.-11,0.-22,4.12,7.56,93323.88,688.90
13843,2,9.67,2.65,0.-13,0.4,0.-8,0.-3,4.12,7.56,93328.22,688.61
13877,2,9.29,2.91,0.-9,0.3,0.-7,0.3,4.12,7.55,93324.96,688.42
13911,2,9.80,2.48,0.6,0.4,0.-7,0.12,4.12,7.56,93320.62,689.9
13946,2,9.66,2.55,0.-7,0.4,0.-8,0.4,4.12,7.55,93327.14,688.42
13980,2,9.34,2.71,0.-6,0.3,0.-8,0.-4,4.12,7.55,93323.89,689.9
14014,2,9.71,2.49,0.-3,0.2,0.-7,0.7,4.12,7.55,93321.72,688.32
14048,2,9.52,2.56,0.-1,0.3,0.-8,0.3,4.18,7.54,93322.80,688.13
14082,2,9.83,2.33,0.-1,0.4,0.-9,0.-5,4.6,7.54,93327.15,687.84
14116,2,9.61,2.59,0.-3,0.4,0.-9,0.-11,4.18,7.53,93327.16,688.13
14150,2,9.2,2.72,0.0,0.1,0.-7,0.0,4.12,7.53,93323.89,688.61
14184,2,9.81,2.33,0.-5,0.3,0.-7,0.21,4.12,7.52,93328.24,688.61
14218,2,9.85,2.28,0.1,0.3,0.-9,0.-8,4.12,7.53,93324.99,688.51
14253,2,9.48,2.60,0.-4,0.3,0.-8,0.0,4.12,7.53,93329.33,688.99
14287,2,9.63,2.35,0.-2,0.4,0.-8,0.4,4.12,7.53,93324.99,688.51
14321,2,9.65,2.51,0.-4,0.4,0.-9,0.-6,4.12,7.52,93319.56,688.61
14355,2,9.66,2.46,0.1,0.4,0.-8,0.-2,4.12,7.52,93317.39,688.61
14389,2,9.64,2.53,0.0,0.5,0.-10,0.-5,4.18,7.53,93321.72,688.99
14423,2,9.30,2.66,0.14,0.2,0.-5,0.5,4.12,7.53,93320.64,688.61
14457,2,9.78,2.30,0.-3,0.4,0.-7,0.21,4.18,7.53,93326.7,688.41
14491,2,9.76,2.19,0.3,0.3,0.-7,0.8,4.18,7.53,93328.25,688.32
14526,2,9.68,2.25,0.7,0.4,0.-8,0.-1,4.12,7.52,93323.90,688.70
14560,2,9.70,2.28,0.6,0.6,0.-9,0.-4,4.12,7.52,93317.38,688.42
14595,2,9.69,2.46,0.16,0.11,0.-10,0.-2,4.12,7.53,93323.90,688.99
14629,2,9.80,2.42,0.16,0.29,0.-6,0.2,4.18,7.53,93324.98,688.90
14663,2,9.48,2.24,0.-26,0.38,0.-3,0.-8,4.18,7.53,93322.81,688.70
14697,2,9.60,2.36,0.22,0.0,0.-1,0.13,4.18,7.53,93326.7,688.70
14731,2,9.65,2.22,0.6,0.0,0.-3,0.23,4.18,7.53,93324.99,688.99
14765,2,9.82,1.99,0.12,0.1,0.-4,0.4,4.18,7.53,93329.33,687.83
14803,2,9.65,2.13,0.3,0.0,0.-7,0.-2,4.18,7.53,93320.64,687.93
14837,2,9.78,1.98,0.16,0.1,0.-6,0.6,4.12,7.53,93321.72,688.99
14871,2,9.77,2.1,0.7,0.5,0.-10,0.-2,4.12,7.54,93321.72,689.9
14905,2,9.75,2.6,0.0,0.7,0.-10,0.-5,4.18,7.53,93327.15,687.93
14939,2,9.67,2.12,0.3,0.5,0.-9,0.-5,4.12,7.54,93317.37,688.51
14973,2,9.75,2.3,0.3,0.3,0.-8,0.-8,4.0,7.54,93328.24,688.32
15007,2,9.77,2.1,0.1,0.2,0.-9,0.-14,4.12,7.53,93319.54,688.70
15041,2,9.61,2.25,0.-3,0.0,0.-10,0.-20,4.12,7.53,93323.89,688.51
15076,2,9.73,2.6,0.14,0.-3,0.-8,0.-3,4.12,7.53,93323.90,688.32
15110,2,9.60,2.24,0.-2,0.3,0.-9,0.-3,4.12,7.53,93319.55,688.70
15144,2,9.62,2.20,0.11,0.3,0.-7,0.5,4.12,7.53,93319.55,688.22
15178,2,9.83,1.96,0.10,0.4,0.-7,0.7,4.12,7.53,93326.7,688.61
15212,2,9.70,2.9,0.7,0.4,0.-8,0.2,4.12,7.52,93320.64,688.61
15246,2,9.83,1.94,0.8,0.4,0.-8,0.0,4.18,7.53,93323.90,687.93
15280,2,9.67,2.12,0.1,0.4,0.-10,0.-10,4.18,7.52,93334.77,688.41
15314,2,9.59,2.21,0.0,0.2,0.-8,0.-5,4.6,7.52,93323.90,688.90
15348,2,9.71,2.0,0.6,0.3,0.-8,0.0,4.12,7.52,93323.90,688.61
15383,2,9.67,2.9,0.2,0.4,0.-9,0.-5,4.12,7.53,93327.15,688.12
15417,2,9.71,2.4,0.6,0.5,0.-9,0.-4,4.12,7.52,93320.64,688.51
15451,2,9.73,2.2,0.6,0.4,0.-8,0.-1,4.6,7.53,93321.72,688.90
15485,2,9.71,2.6,0.8,0.6,0.-9,0.-5,4.12,7.52,93323.90,688.22
15519,2,9.71,2.6,0.7,0.5,0.-9,0.-7,4.12,7.53,93327.16,688.32
15553,2,9.66,2.8,0.7,0.4,0.-9,0.-5,4.12,7.52,93320.64,688.80
15587,2,9.71,2.11,0.9,0.3,0.-8,0.-3,4.12,7.53,93330.42,688.70
15622,2,9.74,2.9,0.13,0.3,0.-8,0.-3,4.12,7.52,93320.64,688.61
15657,2,9.68,2.8,0.7,0.4,0.-9,0.-7,4.12,7.53,93326.8,688.90
15691,2,9.70,2.10,0.12,0.3,0.-8,0.-3,4.6,7.52,93321.73,688.51
15725,2,9.75,2.7,0.11,0.4,0.-10,0.-5,4.6,7.52,93319.56,688.41
15759,2,9.71,2.8,0.12,0.3,0.-8,0.-4,4.18,7.52,93326.8,688.80
15793,2,9.71,2.8,0.15,0.4,0.-9,0.-3,4.12,7.52,93318.47,688.51
15827,2,9.71,2.6,0.8,0.3,0.-8,0.-5,4.6,7.52,93330.42,688.22
15861,2,9.69,2.7,0.7,0.3,0.-8,0.-2,4.12,7.51,93325.0,688.61
15895,2,9.66,2.5,0.11,0.4,0.-8,0.-2,4.12,7.51,93318.47,688.51
15930,2,9.71,2.4,0.7,0.4,0.-9,0.-4,4.12,7.51,93323.91,688.32
15964,2,9.69,2.1,0.10,0.7,0.-9,0.-5,4.12,7.51,93319.57,688.3
15998,2,9.70,2.0,0.10,0.4,0.-8,0.-1,4.18,7.51,93327.17,688.61
16032,2,9.76,2.3,0.6,0.8,0.-9,0.-6,4.6,7.51,93329.34,688.61
16066,2,9.69,2.12,0.-4,0.8,0.-10,0.-9,4.12,7.51,93322.83,688.51
16100,2,9.62,2.12,0.5,0.4,0.-9,0.-5,4.12,7.51,93328.25,688.90
16134,2,9.73,2.6,0.5,0.5,0.-8,0.-2,4.18,7.52,93323.91,688.51
16168,2,9.71,2.6,0.7,0.6,0.-9,0.-7,4.18,7.50,93316.31,688.90
16202,2,9.66,2.16,0.8,0.3,0.-9,0.-7,4.12,7.49,93322.83,688.22
16237,2,9.71,2.9,0.10,0.2,0.-7,0.-1,4.12,7.50,93325.0,688.41
16271,2,9.71,2.11,0.4,0.4,0.-9,0.-5,4.12,7.50,93323.92,688.41
16305,2,9.71,2.16,0.3,0.3,0.-8,0.-10,4.18,7.50,93327.17,688.51
16339,2,9.70,2.18,0.7,0.3,0.-9,0.-8,4.12,7.50,93321.75,688.90
16373,2,9.58,2.19,0.7,0.0,0.-8,0.-1,4.12,7.50,93328.26,688.70
16407,2,9.76,2.7,0.12,0.0,0.-9,0.-2,4.12,7.50,93331.52,688.70
16441,2,9.73,2.15,0.6,0.3,0.-9,0.-10,4.12,7.49,93329.35,687.93
16475,2,9.45,2.42,0.2,0.-4,0.-8,0.-4,4.6,7.51,93328.26,688.22
16510,2,9.85,1.80,0.23,0.1,0.-8,0.1,4.12,7.49,93320.66,688.70
16544,2,9.67,2.18,0.5,0.5,0.-9,0.-2,4.12,7.50,93323.92,688.61
16578,2,9.64,2.14,0.4,0.3,0.-7,0.0,4.12,7.50,93326.9,688.22
16612,2,9.76,2.7,0.13,0.4,0.-8,0.0,4.18,7.49,93325.0,688.90
16647,2,9.64,2.20,0.1,0.3,0.-9,0.-5,4.12,7.50,93318.49,688.51
16681,2,9.72,2.14,0.10,0.2,0.-8,0.-4,4.12,7.50,93323.92,688.22
16715,2,9.63,2.28,0.3,0.-2,0.-9,0.-4,4.12,7.50,93323.91,688.41
16749,2,9.71,2.3,0.18,0.-6,0.-8,0.3,4.12,7.50,93318.49,688.22
16784,2,9.82,2.0,0.11,0.4,0.-9,0.-1,4.18,7.50,93329.35,688.51
16818,2,9.62,2.8,0.18,0.4,0.-8,0.-3,4.12,7.49,93321.75,688.32
16852,2,9.59,2.19,0.13,0.2,0.-6,0.10,4.12,7.51,93323.92,688.32
16886,2,9.84,1.94,0.14,0.2,0.-5,0.19,4.12,7.50,93321.75,688.51
16920,2,9.82,1.89,0.17,0.4,0.-8,0.0,4.12,7.51,93322.83,688.41
16954,2,9.74,1.91,0.17,0.3,0.-9,0.-5,4.18,7.50,93322.83,688.80
16988,2,9.59,2.10,0.15,0.3,0.-10,0.-8,4.12,7.49,93325.0,688.70
17022,2,9.84,1.82,0.19,0.4,0.-7,0.1,4.12,7.50,93329.36,688.51
17057,2,9.68,1.96,0.9,0.4,0.-9,0.-4,4.18,7.48,93326.9,688.41
17091,2,9.73,1.99,0.15,0.3,0.-7,0.0,4.12,7.49,93320.67,688.90
17125,2,9.79,1.87,0.16,0.3,0.-7,0.4,4.12,7.49,93323.92,688.51
17159,2,9.75,1.86,0.8,0.4,0.-8,0.0,4.12,7.50,93319.58,688.22
17193,2,9.71,1.94,0.13,0.3,0.-8,0.-2,4.18,7.48,93318.50,688.70
17227,2,9.72,1.90,0.12,0.4,0.-8,0.-2,4.12,7.49,93327.18,688.41
17261,2,9.76,1.87,0.13,0.4,0.-8,0.-3,4.12,7.49,93323.92,687.93
17295,2,9.71,1.90,0.17,0.3,0.-9,0.-6,4.12,7.48,93322.84,688.61
17329,2,9.77,1.86,0.15,0.3,0.-8,0.-3,4.6,7.49,93327.18,688.99
17364,2,9.72,1.86,0.15,0.3,0.-8,0.-4,4.12,7.49,93323.92,688.90
17398,2,9.74,1.88,0.16,0.3,0.-9,0.-4,4.12,7.49,93327.18,688.22
17432,2,9.65,1.93,0.16,0.3,0.-9,0.-8,4.12,7.49,93328.27,688.61
17466,2,9.66,2.0,0.16,0.3,0.-8,0.-4,4.6,7.48,93328.27,688.80
17500,2,9.82,1.84,0.16,0.3,0.-7,0.1,4.12,7.48,93323.93,688.22
17534,2,9.71,1.90,0.15,0.4,0.-9,0.-1,4.18,7.49,93321.75,688.51
17568,2,9.79,1.79,0.18,0.4,0.-7,0.2,4.6,7.49,93325.1,688.41
17602,2,9.76,1.81,0.17,0.4,0.-9,0.-2,4.12,7.49,93328.27,688.70
17637,2,9.73,1.89,0.17,0.3,0.-8,0.-3,4.12,7.48,93327.18,688.31
17672,2,9.66,1.92,0.11,0.3,0.-9,0.-7,4.6,7.48,93323.93,688.70
17706,2,9.71,1.85,0.14,0.3,0.-9,0.-5,4.12,7.47,93322.85,688.80
17740,2,9.70,1.89,0.16,0.4,0.-9,0.-7,4.18,7.47,93328.28,688.80
17774,2,9.72,1.88,0.16,0.4,0.-9,0.-1,4.12,7.48,93328.28,688.60
17808,2,9.77,1.81,0.19,0.4,0.-8,0.0,4.12,7.47,93321.75,688.60
17842,2,9.78,1.85,0.18,0.4,0.-9,0.-4,4.12,7.47,93318.50,688.12
17876,2,9.74,1.83,0.18,0.3,0.-9,0.-5,4.18,7.48,93321.76,688.22
17911,2,9.74,1.88,0.16,0.4,0.-8,0.-1,4.12,7.47,93320.68,688.31
17945,2,9.77,1.79,0.18,0.3,0.-8,0.0,4.12,7.47,93321.76,687.54
17979,2,9.79,1.77,0.15,0.3,0.-8,0.-3,4.12,7.47,93321.76,688.80
18013,2,9.73,1.85,0.16,0.3,0.-8,0.-4,4.12,7.47,93321.76,688.60
18047,2,9.72,1.86,0.15,0.3,0.-8,0.-5,4.18,7.46,93323.93,688.70
18081,2,9.81,1.83,0.19,0.3,0.-9,0.-6,4.6,7.47,93322.85,688.2
18115,2,9.71,1.90,0.15,0.4,0.-10,0.-6,4.12,7.47,93325.3,688.70
18149,2,9.77,1.82,0.19,0.4,0.-9,0.-4,4.12,7.46,93322.85,688.31
18184,2,9.79,1.80,0.19,0.4,0.-8,0.0,4.12,7.46,93325.3,688.60
18218,2,9.80,1.82,0.15,0.6,0.-10,0.-4,4.18,7.46,93323.95,688.31
18252,2,9.70,1.91,0.19,0.3,0.-8,0.-1,4.6,7.46,93320.68,689.9
18286,2,9.75,1.76,0.20,0.3,0.-7,0.0,4.18,7.46,93319.60,688.41
18320,2,9.77,1.75,0.12,0.4,0.-8,0.-1,4.18,7.46,93325.3,689.47
18354,2,9.75,1.80,0.16,0.3,0.-8,0.-2,4.18,7.46,93325.3,688.70
18388,2,9.82,1.77,0.18,0.3,0.-8,0.-2,4.12,7.45,93323.95,689.9
18422,2,9.71,1.78,0.8,0.4,0.-9,0.-4,4.12,7.44,93332.64,688.51
18456,2,9.80,1.73,0.14,0.4,0.-9,0.-3,4.18,7.45,93321.78,688.60
18491,2,9.71,1.89,0.11,0.3,0.-10,0.-9,4.12,7.45,93322.86,688.51
18525,2,9.61,1.92,0.8,0.3,0.-9,0.-7,4.6,7.46,93322.86,688.51
18559,2,9.75,1.81,0.18,0.4,0.-10,0.-6,4.0,7.45,93321.78,688.60
18593,2,9.76,1.76,0.15,0.5,0.-9,0.-2,4.12,7.45,93330.46,688.22
18627,2,9.72,1.93,0.9,0.5,0.-9,0.-3,4.6,7.46,93323.95,688.89
18661,2,9.76,1.81,0.17,0.3,0.-7,0.1,4.12,7.46,93316.35,688.80
18696,2,9.78,1.75,0.19,0.3,0.-8,0.-3,4.6,7.45,93323.95,688.60
18730,2,9.78,1.74,0.18,0.4,0.-9,0.-4,4.12,7.45,93321.78,688.12
18765,2,9.75,1.79,0.19,0.3,0.-9,0.-6,4.18,7.46,93328.29,688.89
18799,2,9.71,1.82,0.18,0.3,0.-9,0.-5,4.12,7.45,93323.95,688.51
18833,2,9.79,1.75,0.12,0.3,0.-8,0.-3,4.12,7.45,93329.38,688.70
18867,2,9.69,1.82,0.12,0.3,0.-9,0.-4,4.12,7.45,93328.29,688.22
18901,2,9.79,1.74,0.18,0.3,0.-7,0.0,4.6,7.46,93322.86,688.22
18935,2,9.75,1.79,0.13,0.3,0.-9,0.-5,4.6,7.46,93325.3,688.41
18969,2,9.73,1.81,0.11,0.4,0.-9,0.-4,4.6,7.46,93328.29,688.12
19003,2,9.75,1.78,0.15,0.4,0.-9,0.-4,4.12,7.45,93328.29,688.31
19038,2,9.76,1.78,0.15,0.4,0.-8,0.-2,4.12,7.46,93319.60,688.41
19072,2,9.78,1.75,0.12,0.4,0.-9,0.-3,4.6,7.45,93325.3,688.99
19106,2,9.75,1.78,0.15,0.4,0.-9,0.-3,4.6,7.45,93326.12,688.70
19140,2,9.74,1.77,0.11,0.4,0.-9,0.-3,4.6,7.46,93322.85,688.80
19174,2,9.76,1.78,0.16,0.3,0.-8,0.-3,4.6,7.45,93323.96,688.60
19208,2,9.79,1.75,0.11,0.3,0.-8,0.-4,4.6,7.45,93325.3,687.83
19242,2,9.78,1.76,0.15,0.3,0.-8,0.-4,4.6,7.45,93326.12,688.41
19276,2,9.82,1.74,0.16,0.3,0.-9,0.-4,4.6,7.46,93327.21,688.60
19311,2,9.75,1.78,0.20,0.3,0.-8,0.-3,4.0,7.44,93323.96,688.51
19345,2,9.75,1.79,0.14,0.4,0.-9,0.-4,4.0,7.44,93316.35,688.51
19379,2,9.76,1.75,0.13,0.4,0.-8,0.-3,4.6,7.45,93323.96,688.31
19413,2,9.75,1.79,0.14,0.4,0.-9,0.-4,4.12,7.44,93327.21,688.12
19447,2,9.77,1.72,0.16,0.3,0.-8,0.-3,4.6,7.44,93328.30,688.41
19481,2,9.75,1.76,0.17,0.3,0.-9,0.-5,4.6,7.44,93327.21,688.80
19515,2,9.78,1.72,0.17,0.4,0.-8,0.-3,4.6,7.44,93327.21,687.83
19549,2,9.78,1.70,0.19,0.5,0.-9,0.-3,4.0,7.45,93331.56,688.60
19584,2,9.74,1.81,0.17,0.5,0.-10,0.-4,3.93,7.44,93326.13,688.89
19618,2,9.81,1.72,0.20,0.3,0.-7,0.0,4.0,7.43,93325.4,688.41
19652,2,9.81,1.72,0.17,0.3,0.-8,0.-4,4.6,7.44,93321.78,688.60
19686,2,9.78,1.73,0.13,0.3,0.-8,0.-2,4.6,7.44,93318.53,688.99
19721,2,9.80,1.70,0.14,0.4,0.-9,0.-4,4.6,7.43,93325.5,688.31
19755,2,9.76,1.75,0.14,0.4,0.-9,0.-4,4.6,7.43,93323.96,688.80
19789,2,9.81,1.75,0.19,0.3,0.-8,0.-4,4.6,7.42,93328.31,688.60
19823,2,9.76,1.75,0.16,0.3,0.-8,0.-4,4.6,7.43,93320.71,689.47
19857,2,9.80,1.74,0.14,0.4,0.-9,0.-4,4.12,7.43,93322.88,688.51
19892,2,9.72,1.80,0.18,0.2,0.-8,0.-5,4.0,7.44,93328.31,688.60
19926,2,9.81,1.71,0.16,0.3,0.-8,0.-3,4.6,7.43,93329.39,688.41
19960,2,9.81,1.73,0.15,0.3,0.-9,0.-5,4.0,7.42,93322.88,688.22
19994,2,9.76,1.73,0.18,0.4,0.-9,0.-4,4.6,7.42,93321.80,688.80
20028,2,9.77,1.71,0.18,0.4,0.-8,0.-3,4.6,7.42,93321.80,688.12
20071,2,9.80,1.69,0.17,0.4,0.-8,0.-2,4.6,7.40,93318.55,688.70
20105,2,9.75,1.67,0.8,0.5,0.-10,0.-6,4.6,7.40,93320.71,688.12
20139,2,9.62,1.81,0.9,0.3,0.-8,0.-4,4.0,7.41,93321.80,688.79
20175,2,9.75,1.76,0.12,0.4,0.-9,0.-5,3.93,7.40,93323.97,688.2
20209,2,9.75,1.70,0.13,0.3,0.-7,0.-2,4.6,7.40,93326.14,688.60
20243,2,9.76,1.73,0.16,0.4,0.-8,0.-2,4.0,7.40,93326.14,688.60
20277,2,9.69,1.76,0.13,0.4,0.-9,0.-4,4.0,7.42,93322.89,688.41
20311,2,9.72,1.82,0.13,0.4,0.-9,0.-5,4.6,7.41,93329.40,688.60
20345,2,9.63,1.89,0.8,0.3,0.-9,0.-4,4.6,7.41,93316.36,688.21
20379,2,9.74,1.70,0.18,0.3,0.-8,0.-2,4.0,7.41,93320.71,688.21
20413,2,9.73,1.76,0.18,0.4,0.-9,0.-6,3.93,7.42,93334.82,688.31
20448,2,9.74,1.76,0.15,0.3,0.-9,0.-7,3.93,7.42,93326.14,687.93
20482,2,9.69,1.80,0.16,0.3,0.-8,0.-4,4.0,7.42,93323.97,688.51
20516,2,9.82,1.72,0.15,0.4,0.-9,0.-3,3.93,7.41,93321.80,688.51
20550,2,9.80,1.76,0.14,0.4,0.-8,0.-3,4.0,7.42,93325.5,689.8
20584,2,9.76,1.70,0.16,0.4,0.-9,0.-5,3.93,7.42,93329.40,688.12
20618,2,9.78,1.73,0.15,0.4,0.-9,0.-5,3.93,7.41,93321.80,688.21
20652,2,9.73,1.76,0.16,0.3,0.-8,0.-4,4.6,7.41,93320.71,688.51
20686,2,9.75,1.70,0.14,0.4,0.-8,0.-2,4.6,7.40,93319.63,688.21
20722,2,9.80,1.72,0.15,0.3,0.-8,0.-3,4.0,7.40,93322.89,688.60
20756,2,9.74,1.73,0.14,0.3,0.-9,0.-5,4.0,7.40,93318.55,687.92
20790,2,9.76,1.73,0.11,0.4,0.-9,0.-4,4.0,7.40,93321.81,688.70
20824,2,9.82,1.71,0.16,0.4,0.-8,0.-3,3.93,7.39,93330.50,687.92
20858,2,9.76,1.70,0.19,0.5,0.-9,0.-4,4.0,7.39,93327.25,688.31
20892,2,9.76,1.77,0.12,0.5,0.-8,0.-3,3.93,7.38,93317.47,688.21
20926,2,9.77,1.73,0.12,0.3,0.-8,0.-1,4.0,7.38,93327.25,687.83
20960,2,9.76,1.73,0.13,0.3,0.-8,0.-3,4.0,7.37,93319.66,688.21
20994,2,9.80,1.71,0.15,0.3,0.-8,0.-3,4.0,7.37,93318.57,688.50
21029,2,9.76,1.70,0.18,0.3,0.-8,0.-2,3.93,7.36,93327.25,688.89
21063,2,9.72,1.72,0.20,0.3,0.-8,0.-2,4.0,7.36,93322.92,688.60
21097,2,9.79,1.71,0.19,0.3,0.-9,0.-4,4.0,7.36,93330.52,688.50
21131,2,9.75,1.71,0.24,0.3,0.-9,0.-5,4.0,7.36,93320.75,688.89
21165,2,9.69,1.83,0.16,0.3,0.-9,0.-5,4.0,7.36,93329.42,688.31
21199,2,9.76,1.67,0.20,0.3,0.-8,0.-1,4.0,7.36,93324.0,688.41
21233,2,9.82,1.72,0.17,0.3,0.-8,0.-5,4.0,7.37,93325.8,688.79
21267,2,9.81,1.70,0.19,0.3,0.-9,0.-6,4.0,7.36,93327.25,688.41
21302,2,9.83,1.67,0.19,0.4,0.-11,0.-16,4.0,7.37,93322.91,688.70
21336,2,9.82,1.61,0.22,0.4,0.-12,0.-30,4.0,7.38,93321.82,688.12
21370,2,9.62,1.99,0.5,0.5,0.-9,0.-9,3.93,7.37,93328.34,688.31
21404,2,9.64,1.98,0.14,0.3,0.-8,0.-4,4.0,7.38,93321.82,688.31
21438,2,9.80,1.77,0.25,0.5,0.-9,0.-1,4.6,7.38,93323.99,688.79
21472,2,9.64,2.9,0.-5,0.10,0.-9,0.-4,4.6,7.38,93318.56,688.41
21506,2,9.77,1.85,0.9,0.3,0.-7,0.2,4.6,7.38,93330.50,688.60
21540,2,9.71,1.86,0.15,0.3,0.-6,0.4,3.93,7.39,93325.7,688.41
21575,2,9.82,1.72,0.17,0.3,0.-8,0.-3,4.0,7.38,93326.16,688.89
21609,2,9.65,1.90,0.9,0.3,0.-9,0.-4,3.87,7.38,93327.25,688.12
21643,2,9.77,1.79,0.14,0.2,0.-7,0.1,4.0,7.38,93326.16,689.8
21677,2,9.76,1.72,0.19,0.0,0.-7,0.0,4.0,7.37,93319.65,688.41
