millis(),Current_state,Calculated_flight_time,Time_since_last_log,IMU_accel_X,IMU_accel_Y,IMU_accel_Z,IMU_mag_X,IMU_mag_Y,IMU_mag_Z,IMU_gyro_X,IMU_gyro_Y,IMU_gyro_Z,IMU_temp,Raw_IMU_accel_X,Raw_IMU_accel_Y,Raw_IMU_accel_Z,Raw_IMU_mag_X,Raw_IMU_mag_Y,Raw_IMU_mag_Z,Raw_IMU_gyro_X,Raw_IMU_gyro_Y,Raw_IMU_gyro_Z,Raw_IMU_temp,BARO_temp,BARO_press,BARO_alt,Raw_BARO_temp,Raw_BARO_press,Raw_BARO_alt,Velocity_inte,Velocity_diff,Velocity_est,Est_apogee,Battery_voltage,Z_accel_times_burnoutMass
1182901,7,29856,36,0.676,0.317,0.123,19.959,18.813,44.583,0.523,0.172,-1.653,-619.0,-1.564,0.358,0.921,34.770,17.831,47.325,0.803,0.533,-1.274,-619.0,6.94,89819.156,1005.90,6.55,89841.976,1002.845,-102962.195,0.29,-19.403,149.89,3.712,0.75
1182942,7,29897,41,0.905,0.126,0.64,26.588,20.146,44.375,0.621,0.156,-1.504,-619.0,-1.521,-1.12,0.993,36.173,19.511,43.861,0.792,0.160,-1.250,-619.0,6.76,89828.570,1004.325,6.73,89840.593,1003.196,-102963.398,0.18,5.260,94.663,3.725,0.39
1182978,7,29933,36,-1.78,0.493,0.160,33.270,21.96,44.615,0.583,0.155,-1.347,-619.0,-1.241,-1.227,0.505,36.743,19.292,45.352,0.516,0.87,-1.212,-619.0,6.78,89836.664,1003.479,6.97,89843.718,1003.227,-102959.335,0.23,7.455,108.161,3.731,0.98
1183017,7,29972,39,0.971,0.607,0.571,35.673,18.880,45.223,0.544,0.220,-1.236,-619.0,0.7,-2.139,0.383,37.386,19.760,43.861,0.116,0.252,-1.156,-619.0,6.79,89840.0,1003.46,6.111,89836.773,1002.829,-102945.54,0.11,2.766,66.973,3.731,0.350
1183059,7,30014,42,0.928,-1.157,0.468,36.430,18.906,44.986,0.354,0.22,-1.198,-619.0,0.323,-1.765,0.463,37.79,18.137,44.533,0.454,0.241,-1.96,-619.0,6.91,89840.625,1003.7,6.120,89840.70,1002.940,-102923.218,0.0,2.39,54.413,3.731,0.287
1183098,7,30053,39,0.429,-1.475,0.324,36.907,18.772,44.633,0.20,0.110,-1.150,-619.0,0.933,-1.234,0.203,37.152,17.158,45.556,0.867,0.130,-1.36,-619.0,6.105,89840.421,1002.966,6.125,89840.945,1002.637,-102907.757,0.1,2.43,54.438,3.731,0.199
1183134,7,30089,36,0.86,-1.368,0.66,37.138,17.664,44.896,0.358,0.132,-1.102,-619.0,0.193,0.473,0.298,37.328,13.972,45.176,-1.103,0.47,-1.10,-619.0,6.117,89842.54,1002.876,6.134,89848.757,1002.748,-102900.726,0.2,2.98,55.433,3.725,0.40
1183173,7,30128,39,0.211,-1.83,0.113,37.532,16.36,45.188,0.692,0.71,-1.58,-619.0,0.244,0.193,0.391,38.716,11.151,46.813,-1.152,0.217,0.992,-619.0,6.125,89841.460,1002.720,6.138,89840.773,1002.446,-102901.648,0.4,2.185,56.943,3.731,0.69
1183210,7,30165,37,0.364,0.489,0.139,37.857,13.820,45.530,0.902,0.51,-1.25,-619.0,0.775,0.832,0.254,39.9,8.681,45.571,0.937,0.365,0.994,-619.0,6.131,89843.164,1002.643,6.138,89845.289,1002.446,-102906.320,0.2,2.83,54.898,3.731,0.85
1183249,7,30204,39,0.386,0.106,0.83,38.330,11.441,45.679,0.928,0.203,-1.10,-619.0,0.215,1.213,0.183,39.447,6.240,45.279,0.580,0.517,-1.21,-619.0,6.136,89843.960,1002.382,6.143,89844.70,1001.632,-102910.656,0.6,2.354,59.670,3.731,0.51
1183286,7,30241,37,0.7,0.559,0.278,39.79,8.944,45.995,0.789,0.338,-1.10,-619.0,0.961,1.33,0.772,40.894,4.676,47.135,0.173,0.543,-1.33,-619.0,6.139,89846.156,1002.283,6.143,89851.890,1002.143,-102917.343,0.2,2.109,55.56,3.731,0.170
1183323,7,30278,37,0.173,0.849,0.193,39.929,6.986,45.834,0.534,0.427,-1.19,-619.0,0.710,0.976,0.124,41.581,4.180,44.372,0.171,0.493,-1.55,-619.0,6.144,89847.718,1002.286,6.157,89856.578,1002.765,-102926.78,0.0,1.996,52.801,3.731,0.118
1183362,7,30317,39,0.491,0.913,0.162,40.830,5.384,45.413,0.224,0.448,-1.32,-619.0,-1.342,0.509,0.233,43.218,3.142,44.709,0.397,0.325,-1.59,-619.0,6.145,89850.601,1002.226,6.143,89855.187,1002.143,-102933.15,0.1,2.64,54.116,3.731,0.99
1183399,7,30354,37,0.927,0.713,0.254,41.596,4.212,45.483,0.55,0.392,-1.41,-619.0,-1.406,0.165,0.205,42.838,2.820,45.922,0.463,0.83,-1.36,-619.0,6.150,89851.921,1002.44,6.162,89851.890,1001.537,-102940.710,0.4,2.222,56.960,3.725,0.155
1183438,7,30393,39,-1.6,0.344,0.307,42.364,3.659,45.188,0.236,0.259,-1.33,-619.0,0.610,0.631,0.449,43.291,3.478,43.802,0.325,0.148,0.982,-619.0,6.150,89853.937,1002.149,6.143,89854.148,1002.159,-102951.656,0.2,1.904,50.731,3.725,0.188
1183475,7,30430,37,0.980,0.7,0.256,42.855,3.142,45.33,0.289,0.102,-1.10,-619.0,0.832,0.653,0.521,43.349,2.90,46.360,0.90,0.243,0.917,-619.0,6.153,89856.890,1001.920,6.162,89866.656,1000.995,-102962.93,0.6,2.297,58.216,3.731,0.157
1183514,7,30469,39,0.973,0.347,0.345,42.946,2.756,44.931,0.213,0.66,0.969,-619.0,0.674,0.796,0.320,42.34,2.250,43.861,0.208,0.350,0.849,-619.0,6.151,89856.609,1001.655,6.148,89855.187,1001.442,-102973.851,0.6,2.359,59.47,3.731,0.212
1183551,7,30506,37,0.669,0.525,0.612,42.557,2.280,44.747,0.35,0.201,0.912,-619.0,0.179,0.380,-1.569,41.274,0.760,43.788,0.493,0.350,0.777,-619.0,6.153,89857.976,1001.410,6.152,89861.968,1000.915,-102991.593,0.6,2.325,58.200,3.725,0.375
1183603,7,30558,52,0.424,0.475,0.835,42.186,1.335,44.355,0.180,0.268,0.841,-619.0,0.186,0.86,-1.317,40.982,-1.900,43.963,0.616,0.251,0.681,-619.0,6.152,89862.39,1001.301,6.157,89872.210,1000.995,-103029.250,0.2,2.121,54.322,3.725,0.512
1183639,7,30594,36,0.396,0.212,-1.131,41.449,0.40,44.796,0.346,0.300,0.777,-619.0,0.466,0.681,-1.928,39.608,-3.405,46.9,0.501,0.306,0.660,-619.0,6.151,89865.640,1001.53,6.138,89872.210,1000.915,-103064.648,0.6,2.331,57.948,3.725,0.693
1183679,7,30634,40,0.353,0.157,-1.270,40.666,-1.359,44.346,0.411,0.296,0.723,-619.0,0.617,1.198,-1.217,39.432,-4.501,44.109,0.237,0.222,0.650,-619.0,6.149,89865.890,1001.14,6.148,89867.867,1000.804,-103112.679,0.0,2.39,52.425,3.731,0.779
1183715,7,30670,36,0.252,0.569,-1.457,40.131,-3.10,44.332,0.344,0.268,0.682,-619.0,0.172,1.263,-1.253,39.359,-6.7,43.788,0.128,0.214,0.642,-619.0,6.150,89868.187,1000.947,6.157,89866.656,1001.106,-103161.773,0.1,2.71,53.0,3.731,0.893
1183758,7,30713,43,0.325,0.798,-1.161,39.640,-4.153,44.679,0.151,0.249,0.655,-619.0,0.186,0.760,0.90,38.819,-4.954,45.527,0.469,0.251,0.643,-619.0,6.150,89871.351,1000.864,6.148,89877.773,1000.501,-103218.70,0.1,2.90,53.287,3.731,0.712
1183794,7,30749,36,0.399,0.859,0.892,39.105,-4.714,44.875,0.99,0.266,0.647,-619.0,0.552,0.394,0.24,38.307,-4.706,44.943,0.638,0.335,0.641,-619.0,6.149,89871.796,1000.807,6.152,89874.468,1000.708,-103255.46,0.1,2.61,52.650,3.731,0.547
1183831,7,30786,37,0.400,0.677,0.393,38.491,-4.796,45.211,0.321,0.282,0.642,-619.0,0.473,0.229,0.570,36.539,-3.814,47.690,0.610,0.386,0.636,-619.0,6.152,89873.812,1000.539,6.157,89882.289,999.576,-103278.843,0.7,2.365,58.48,3.731,0.241
1183871,7,30826,40,0.268,0.305,0.116,37.945,-4.504,45.659,0.432,0.316,0.635,-619.0,0.43,0.660,0.168,36.699,-3.40,46.346,0.317,0.396,0.611,-619.0,6.153,89875.546,1000.354,6.152,89876.554,999.879,-103289.31,0.4,2.226,55.380,3.731,0.71
1183907,7,30862,36,0.279,0.77,0.147,37.234,-4.171,46.115,0.402,0.364,0.621,-619.0,0.229,0.653,0.67,35.808,-4.340,46.68,0.24,0.450,0.573,-619.0,6.153,89877.109,1000.109,6.157,89874.468,999.879,-103288.460,0.6,2.325,56.911,3.731,0.90
1183947,7,30902,40,0.267,0.370,0.100,36.387,-4.60,46.655,0.233,0.409,0.600,-619.0,0.122,0.703,0.327,34.580,-4.399,48.231,0.373,0.476,0.538,-619.0,6.154,89877.562,999.921,6.152,89880.31,999.560,-103283.492,0.4,2.231,55.35,3.725,0.61
1183984,7,30939,37,0.193,0.501,0.178,35.463,-4.296,46.965,0.28,0.442,0.570,-619.0,0.186,0.258,0.412,33.688,-5.890,46.492,0.673,0.503,0.494,-619.0,6.155,89878.15,999.631,6.157,89876.726,999.258,-103278.335,0.7,2.408,57.881,3.718,0.109
1184023,7,30978,39,0.196,0.396,0.20,34.463,-4.980,47.41,0.308,0.484,0.539,-619.0,0.488,0.294,0.219,31.540,-7.234,48.70,0.788,0.596,0.481,-619.0,6.156,89879.820,999.627,6.162,89891.320,999.560,-103274.468,0.0,2.3,50.307,3.718,0.12
1184060,7,31015,37,0.213,0.71,0.70,33.355,-6.141,47.360,0.518,0.527,0.516,-619.0,0.43,0.961,0.284,31.160,-8.842,47.939,0.734,0.609,0.494,-619.0,6.156,89881.171,999.465,6.152,89883.335,999.67,-103275.398,0.4,2.193,53.884,3.718,0.43
1184111,7,31066,51,0.173,0.373,0.150,32.43,-7.433,47.459,0.595,0.567,0.509,-619.0,0.28,1.572,0.334,29.245,-10.800,46.565,0.405,0.653,0.537,-619.0,6.155,89883.226,999.235,6.152,89884.718,998.731,-103281.31,0.4,2.298,55.561,3.712,0.92
1184147,7,31102,36,0.124,0.851,0.177,30.625,-8.772,47.217,0.524,0.604,0.516,-619.0,0.122,1.686,0.463,27.491,-11.93,47.18,0.21,0.659,0.575,-619.0,6.153,89884.828,999.194,6.143,89888.23,999.353,-103286.945,0.1,2.43,50.693,3.718,0.109
1184187,7,31142,40,0.81,1.137,0.433,29.222,-9.871,47.737,0.328,0.625,0.542,-619.0,0.28,1.170,0.865,26.673,-11.385,49.93,0.308,0.608,0.624,-619.0,6.151,89886.843,999.89,6.148,89886.804,998.731,-103299.171,0.2,2.117,52.57,3.712,0.265
1184223,7,31178,36,0.48,1.284,0.554,27.898,-10.494,47.681,0.78,0.621,0.583,-619.0,0.165,1.33,0.822,24.919,-10.347,47.793,0.462,0.575,0.683,-619.0,6.150,89887.296,998.987,6.152,89893.578,999.51,-103316.945,0.2,2.113,51.879,3.718,0.339
1184260,7,31215,37,0.413,1.231,0.703,26.275,-10.713,47.681,0.177,0.612,0.633,-619.0,1.780,0.696,-1.30,23.48,-9.938,47.939,0.544,0.565,0.747,-619.0,6.148,89889.546,998.796,6.143,89894.625,998.111,-103340.210,0.5,2.236,54.11,3.718,0.431
1184299,7,31254,39,0.394,0.910,0.826,24.896,-10.394,48.371,0.347,0.589,0.689,-619.0,0.122,0.35,0.951,22.347,-9.207,50.14,0.441,0.537,0.817,-619.0,6.150,89891.570,998.735,6.162,89894.796,998.430,-103370.54,0.1,2.64,50.662,3.718,0.507
1184336,7,31291,37,0.340,0.572,0.897,23.545,-9.771,48.710,0.392,0.564,0.745,-619.0,0.150,0.0,0.815,20.739,-7.980,48.713,0.203,0.537,0.855,-619.0,6.152,89893.101,998.550,6.157,89895.664,998.430,-103401.953,0.4,2.226,53.588,3.712,0.550
1184375,7,31330,39,0.351,0.393,0.875,22.78,-9.143,49.23,0.329,0.553,0.794,-619.0,0.86,0.272,0.757,19.336,-8.243,50.657,0.4,0.553,0.871,-619.0,6.154,89893.539,998.407,6.157,89889.62,998.15,-103436.523,0.3,2.167,52.334,3.718,0.537
1184412,7,31367,37,0.314,0.216,0.879,20.724,-8.728,49.500,0.206,0.538,0.833,-619.0,0.21,0.150,0.844,18.152,-8.272,50.175,0.150,0.497,0.876,-619.0,6.155,89894.234,998.283,6.157,89897.54,998.430,-103469.0,0.3,2.141,51.727,3.712,0.539
1184452,7,31407,40,0.89,0.271,0.821,19.362,-8.497,49.634,0.58,0.510,0.857,-619.0,0.653,0.969,0.736,16.237,-8.783,48.611,0.198,0.425,0.867,-619.0,6.159,89894.726,998.203,6.162,89897.54,997.712,-103503.23,0.1,2.86,50.574,3.712,0.503
1184488,7,31443,36,0.251,0.519,0.851,17.977,-8.503,49.643,0.40,0.465,0.869,-619.0,0.689,1.205,-1.102,15.419,-9.237,50.58,0.52,0.312,0.878,-619.0,6.157,89895.140,998.37,6.152,89896.882,997.600,-103533.125,0.4,2.198,52.560,3.718,0.522
1184527,7,31482,39,0.521,0.785,0.967,16.769,-8.523,49.491,0.40,0.384,0.878,-619.0,1.198,1.328,-1.396,14.703,-8.82,47.953,0.201,0.133,0.899,-619.0,6.158,89896.539,997.932,6.162,89902.617,997.904,-103568.593,0.2,2.117,50.908,3.712,0.593
1184564,7,31519,37,0.640,1.13,0.991,15.676,-8.439,48.857,0.48,0.270,0.887,-619.0,0.681,1.414,0.879,13.870,-7.819,47.486,0.444,0.14,0.916,-619.0,6.159,89899.453,997.789,6.162,89903.656,997.298,-103604.843,0.3,2.167,51.727,3.718,0.608
1184615,7,31570,51,0.699,1.201,-1.4,14.872,-8.85,48.982,0.240,0.132,0.905,-619.0,0.272,1.91,0.908,14.133,-6.503,50.803,0.809,0.195,0.964,-619.0,6.158,89902.609,997.518,6.152,89912.859,997.75,-103655.765,0.5,2.371,55.155,3.712,0.616
1184651,7,31606,36,0.559,1.105,0.993,14.370,-7.68,49.96,0.470,0.6,0.934,-619.0,0.43,0.488,0.678,13.724,-3.697,49.181,0.946,0.267,-1.12,-619.0,6.154,89906.15,997.409,6.143,89914.78,997.170,-103691.734,0.3,2.121,50.475,3.712,0.609
1184688,7,31643,37,0.468,0.901,0.997,14.285,-5.670,48.956,0.664,0.121,0.968,-619.0,0.229,0.186,-1.124,14.995,-2.250,49.356,0.919,0.265,-1.47,-619.0,6.154,89909.421,997.241,6.152,89913.906,996.756,-103728.570,0.4,2.203,51.858,3.718,0.611
1184728,7,31683,40,0.331,0.598,0.852,14.381,-4.147,49.660,0.784,0.195,-1.0,-619.0,0.516,0.186,0.671,15.185,0.467,51.476,0.800,0.236,-1.60,-619.0,6.152,89912.132,996.890,6.152,89916.164,996.151,-103765.578,0.8,2.540,57.360,3.718,0.522
1184764,7,31719,36,0.178,0.218,0.734,14.779,-2.247,50.38,0.813,0.233,-1.31,-619.0,0.86,0.488,0.291,15.857,1.680,49.371,0.589,0.204,-1.72,-619.0,6.150,89914.851,996.661,6.148,89917.203,996.151,-103794.156,0.6,2.297,53.16,3.718,0.450
1184803,7,31758,39,0.176,0.101,0.554,15.138,0.447,50.306,0.715,0.216,-1.57,-619.0,0.265,0.509,0.4,15.931,2.499,52.148,0.321,0.109,-1.91,-619.0,6.150,89916.859,996.498,6.152,89922.937,996.263,-103819.296,0.4,2.193,50.955,3.712,0.339
1184840,7,31795,37,0.371,0.252,0.505,15.615,0.894,50.853,0.541,0.176,-1.75,-619.0,0.933,0.265,0.434,16.106,3.10,51.914,0.77,0.65,-1.105,-619.0,6.152,89917.960,996.234,6.157,89919.632,995.848,-103838.898,0.7,2.359,53.681,3.712,0.309
1184879,7,31834,39,0.529,0.279,0.366,15.837,2.31,50.891,0.347,0.144,-1.91,-619.0,1.19,0.50,0.427,16.106,3.434,49.546,0.52,0.108,-1.125,-619.0,6.153,89920.468,995.826,6.157,89926.414,994.717,-103855.890,0.10,2.688,58.638,3.712,0.224
1184916,7,31871,37,0.569,0.218,0.233,16.42,2.712,50.938,0.173,0.133,-1.110,-619.0,0.717,0.122,0.11,16.208,2.937,51.710,0.65,0.181,-1.155,-619.0,6.152,89922.976,995.682,6.148,89928.671,995.433,-103866.992,0.3,2.167,49.648,3.718,0.143
1184956,7,31911,40,0.650,0.64,0.259,16.194,3.113,50.914,0.54,0.142,-1.131,-619.0,0.315,0.279,0.420,16.617,3.683,49.254,0.8,0.246,-1.178,-619.0,6.155,89923.703,995.599,6.162,89920.851,995.737,-103876.867,0.2,2.90,48.69,3.718,0.159
1184993,7,31948,37,0.667,0.110,0.268,16.451,3.335,50.397,0.11,0.180,-1.156,-619.0,0.351,0.366,0.47,17.217,3.610,49.561,0.106,0.300,-1.216,-619.0,6.155,89925.265,995.227,6.152,89930.757,994.398,-103886.640,0.10,2.594,56.576,3.725,0.164
1185032,7,31987,39,0.625,0.231,0.258,16.951,3.557,50.309,0.49,0.221,-1.189,-619.0,0.725,0.337,0.384,18.605,4.121,51.476,0.267,0.271,-1.270,-619.0,6.155,89926.617,995.122,6.157,89926.414,995.323,-103896.914,0.2,2.117,48.128,3.731,0.158
1185069,7,32024,37,0.545,0.248,0.213,17.591,3.922,50.280,0.138,0.251,-1.225,-619.0,0.617,0.136,0.205,19.307,5.261,49.400,0.391,0.258,-1.304,-619.0,6.155,89929.296,995.58,6.157,89939.789,994.398,-103905.648,0.1,2.67,47.96,3.731,0.131
1185111,7,32066,42,0.602,0.254,0.249,18.453,4.372,50.432,0.249,0.276,-1.252,-619.0,1.4,0.150,0.190,20.520,5.188,52.470,0.490,0.307,-1.292,-619.0,6.158,89931.101,994.994,6.162,89937.703,995.115,-103915.382,0.1,2.67,47.32,3.725,0.153
1185150,7,32105,39,0.669,0.146,0.258,19.96,5.80,50.534,0.348,0.295,-1.268,-619.0,0.646,0.258,0.463,19.833,7.220,49.766,0.484,0.338,-1.258,-619.0,6.156,89933.570,994.663,6.152,89933.187,994.79,-103925.289,0.8,2.495,54.427,3.731,0.158
1185186,7,32141,36,0.745,0.66,0.331,19.883,5.989,50.561,0.400,0.309,-1.266,-619.0,0.732,0.696,0.413,21.148,8.155,49.693,0.368,0.374,-1.207,-619.0,6.156,89935.585,994.660,6.152,89940.835,994.383,-103935.906,0.0,2.3,45.396,3.731,0.203
1185225,7,32180,39,0.779,0.317,0.192,20.634,6.758,50.575,0.377,0.338,-1.247,-619.0,0.897,0.918,0.311,22.361,7.965,51.549,0.149,0.416,-1.174,-619.0,6.156,89938.507,994.475,6.157,89941.7,994.398,-103946.125,0.4,2.226,49.565,3.731,0.117
1185262,7,32217,37,0.829,0.542,0.98,21.397,7.299,50.508,0.278,0.365,-1.215,-619.0,0.868,0.990,0.261,23.121,7.965,49.64,0.101,0.391,-1.142,-619.0,6.157,89938.750,994.309,6.162,89941.7,993.570,-103951.515,0.4,2.198,48.868,3.725,0.60
1185301,7,32256,39,0.776,0.692,0.47,22.148,7.693,50.251,0.115,0.367,-1.179,-619.0,0.739,0.595,0.67,24.276,7.161,51.183,0.322,0.316,-1.112,-619.0,6.156,89941.218,994.41,6.157,89950.39,993.777,-103954.367,0.6,2.365,51.615,3.731,0.28
1185338,7,32293,37,0.699,0.657,0.20,23.133,7.594,50.590,0.57,0.360,-1.143,-619.0,0.258,0.86,0.126,24.758,6.723,51.461,0.382,0.302,-1.82,-619.0,6.157,89943.234,993.921,6.157,89943.265,993.475,-103954.867,0.3,2.137,47.329,3.725,0.12
1185377,7,32332,39,0.600,0.549,0.18,24.7,7.208,50.418,0.188,0.333,-1.117,-619.0,0.236,0.157,0.420,25.518,6.226,48.830,0.284,0.241,-1.75,-619.0,6.158,89944.859,993.675,6.157,89948.992,993.156,-103954.109,0.6,2.325,50.544,3.731,0.11
1185414,7,32369,37,0.539,0.722,0.136,24.691,6.533,50.467,0.250,0.302,-1.97,-619.0,0.595,-1.780,0.463,25.781,4.589,51.797,0.160,0.261,-1.72,-619.0,6.159,89947.570,993.446,6.162,89954.554,993.252,-103956.281,0.6,2.297,49.821,3.731,0.83
1185453,7,32408,39,0.607,0.551,0.291,25.431,5.846,50.479,0.233,0.302,-1.82,-619.0,1.205,0.136,0.513,26.819,4.530,49.123,0.17,0.389,-1.72,-619.0,6.158,89949.828,993.382,6.157,89952.296,993.252,-103964.617,0.1,2.67,45.441,3.731,0.178
1185490,7,32445,37,0.580,0.541,0.255,26.68,5.437,50.32,0.156,0.344,-1.71,-619.0,0.602,0.545,0.247,27.462,5.115,48.947,0.64,0.527,-1.56,-619.0,6.158,89951.398,993.236,6.157,89957.859,993.45,-103974.734,0.3,2.171,47.303,3.731,0.156
1185527,7,32482,37,0.719,0.722,0.198,26.840,4.925,49.964,0.65,0.415,-1.60,-619.0,0.954,0.990,0.160,28.617,4.165,51.125,0.69,0.657,-1.24,-619.0,6.159,89954.765,993.7,6.162,89960.117,992.327,-103983.125,0.6,2.297,49.398,3.731,0.121
1185566,7,32521,39,0.791,0.928,0.144,27.804,4.545,49.900,0.13,0.516,-1.43,-619.0,0.595,-1.191,0.154,30.342,4.326,48.509,0.25,0.745,0.989,-619.0,6.160,89957.898,992.780,6.162,89964.632,992.25,-103989.812,0.5,2.292,49.78,3.731,0.88
1185603,7,32558,37,0.690,0.881,0.86,28.824,4.197,49.760,0.28,0.597,-1.18,-619.0,0.93,-1.543,0.169,30.882,2.850,51.96,0.232,0.666,0.951,-619.0,6.159,89958.796,992.573,6.157,89959.70,992.217,-103994.85,0.5,2.261,48.307,3.731,0.52
1185654,7,32609,51,0.301,-1.154,0.103,29.976,3.536,50.11,0.131,0.608,0.982,-612.599,0.739,-1.500,0.600,32.578,1.227,50.380,0.534,0.446,0.887,-587.0,6.159,89961.500,992.363,6.157,89965.843,992.201,-103998.914,0.4,2.266,48.189,3.725,0.63
1185690,7,32645,36,0.33,-1.338,0.344,30.985,2.522,49.707,0.289,0.547,0.938,-612.599,0.739,-1.464,0.958,32.505,0.43,47.427,0.726,0.222,0.838,-619.0,6.157,89962.445,992.9,6.148,89962.546,991.277,-104006.976,0.9,2.547,52.638,3.725,0.211
1185730,7,32685,40,0.274,-1.419,0.539,31.800,1.259,49.505,0.483,0.405,0.891,-612.599,0.581,-1.399,0.815,32.695,-2.148,50.116,0.897,0.51,0.787,-619.0,6.156,89964.734,991.882,6.157,89971.578,991.691,-104024.664,0.3,2.145,45.475,3.731,0.331
1185766,7,32721,36,0.463,-1.434,0.407,32.437,0.453,49.836,0.675,0.205,0.841,-612.599,0.351,-1.263,0.505,33.528,-4.238,50.160,0.989,0.258,0.740,-619.0,6.153,89965.882,991.733,6.148,89970.359,991.277,-104041.718,0.4,2.175,45.898,3.680,0.250
1185998,7,32953,232,0.561,-1.251,0.469,32.940,-3.548,48.693,0.644,0.177,0.736,-612.599,0.394,0.631,0.477,33.396,-12.627,45.381,0.77,0.529,0.426,-619.0,6.153,89971.156,991.271,6.157,89985.437,989.910,-104143.453,0.1,2.856,56.610,3.706,0.287
1186036,7,32991,38,0.624,-1.129,0.249,33.247,-6.343,48.94,0.567,0.153,0.626,-619.0,-1.55,0.890,0.498,34.112,-12.744,47.383,0.148,0.325,0.339,-619.0,6.138,89974.796,990.944,6.83,89984.54,990.563,-104157.117,0.8,2.487,50.614,3.706,0.153
1186400,7,33355,364,0.601,0.651,0.399,32.294,-10.555,47.120,0.233,0.162,0.498,-619.0,0.624,0.926,2.285,27.740,-21.17,42.560,0.942,0.268,0.198,-619.0,6.128,89982.187,990.457,6.97,89999.492,988.845,-104129.906,0.1,2.946,57.96,3.712,0.244
1187484,7,34439,1084,0.463,0.350,0.361,28.959,-13.738,46.15,0.109,0.106,0.344,-619.0,0.107,0.107,-1.2,16.18,-18.64,44.592,0.277,0.332,0.14,-619.0,6.110,89995.921,988.972,6.64,90040.304,984.263,-103717.390,0.1,-1.59,13.652,3.712,0.221
1187526,7,34481,42,0.456,0.68,0.81,25.308,-16.603,45.361,0.56,0.103,0.197,-619.0,0.315,0.143,0.894,15.273,-18.561,46.886,0.157,0.273,0.8,-619.0,6.89,90011.867,987.661,6.46,90050.39,984.723,-103708.70,0.31,-2.216,42.661,3.718,0.50
1187565,7,34520,39,0.351,0.103,0.70,21.648,-17.804,45.153,0.63,0.49,0.112,-619.0,0.129,0.229,0.535,15.97,-18.634,44.343,0.41,0.237,0.3,-619.0,6.72,90024.31,986.588,6.69,90046.234,984.546,-103705.101,0.27,-12.744,113.350,3.725,0.43
1187601,7,34556,36,0.94,0.254,0.54,17.813,-19.14,45.21,0.97,0.137,0.43,-619.0,0.229,0.136,0.126,14.937,-18.795,46.726,0.21,0.111,0.9,-619.0,6.73,90037.546,985.327,6.87,90051.625,984.260,-103704.812,0.35,-2.835,50.447,3.731,0.33
1187640,7,34595,39,0.80,0.40,0.597,15.188,-18.582,45.837,0.106,0.180,0.2,-619.0,0.251,0.545,0.427,14.615,-18.854,46.638,0.75,0.50,0.29,-619.0,6.73,90048.593,984.394,6.101,90054.765,984.179,-103717.515,0.23,15.948,120.357,3.731,0.366
1187677,7,34632,37,0.145,0.160,0.476,15.57,-18.681,45.752,0.93,0.88,0.16,-619.0,0.430,0.495,0.399,15.361,-18.561,44.168,0.213,0.131,0.56,-619.0,6.84,90050.93,984.342,6.115,90047.820,984.4,-103737.382,0.1,2.54,36.267,3.725,0.292
1187716,7,34671,39,0.157,0.318,0.460,15.138,-18.906,45.673,0.143,0.11,0.34,-619.0,0.251,0.646,0.815,15.682,-19.687,46.492,0.408,0.224,0.82,-619.0,6.99,90050.109,984.199,6.125,90050.78,984.4,-103755.664,0.3,2.168,38.318,3.725,0.282
1187753,7,34708,37,0.63,0.513,0.373,15.223,-19.175,45.261,0.262,0.122,0.59,-619.0,0.344,0.746,0.97,15.521,-19.979,42.282,0.639,0.318,0.121,-619.0,6.112,90051.539,984.87,6.129,90053.382,983.988,-103771.93,0.3,2.125,37.395,3.725,0.228
1187792,7,34747,39,0.80,0.591,0.351,15.577,-19.628,44.454,0.432,0.216,0.85,-619.0,0.488,0.524,0.18,16.705,-21.61,42.692,0.827,0.359,0.137,-619.0,6.120,90050.953,983.972,6.129,90048.695,983.685,-103785.226,0.2,2.129,37.357,3.725,0.215
1187829,7,34784,37,0.157,0.455,0.343,15.992,-20.438,44.121,0.590,0.292,0.111,-619.0,0.136,0.136,0.384,16.691,-22.902,44.972,0.863,0.427,0.161,-619.0,6.125,90051.296,983.857,6.129,90056.515,983.605,-103798.78,0.3,2.129,37.239,3.731,0.210
1187868,7,34823,39,0.235,0.271,0.377,16.617,-21.531,43.700,0.701,0.365,0.131,-619.0,0.43,0.423,0.571,18.488,-24.28,42.63,0.767,0.495,0.155,-619.0,6.128,90053.250,983.838,6.129,90057.562,983.907,-103812.125,0.0,2.19,35.43,3.725,0.231
1187905,7,34860,37,0.298,0.11,0.503,17.225,-22.788,43.379,0.736,0.415,0.146,-619.0,0.567,0.768,-1.447,18.722,-25.971,44.884,0.586,0.477,0.155,-619.0,6.130,90055.226,983.675,6.134,90059.984,983.192,-103828.429,0.4,2.193,38.277,3.731,0.309
1187942,7,34897,37,0.368,0.268,0.811,18.152,-24.71,43.554,0.672,0.424,0.152,-619.0,0.696,0.538,-1.633,20.154,-26.395,43.159,0.315,0.359,0.150,-619.0,6.132,90057.210,983.475,6.138,90063.289,982.985,-103852.757,0.5,2.251,39.134,3.731,0.497
1187981,7,34936,39,0.424,0.483,-1.136,18.991,-25.54,43.92,0.516,0.390,0.154,-619.0,0.768,0.552,-1.648,20.900,-25.971,40.382,0.51,0.189,0.151,-619.0,6.136,90059.226,983.191,6.148,90058.773,982.268,-103890.742,0.7,2.395,41.398,3.731,0.697
