millis(),currentState,calculatedFlightTime,IMUAcc.acceleration.x,IMUAcc.acceleration.y,IMUAcc.acceleration.z,IMUGyro.gyro.x,IMUGyro.gyro.y,IMUGyro.gyro.z,IMUTher.temperature,BARO.readTemperature,BARO.readPressure,BARO.readAltitude,orientation.actual.roll,orientation.actual.pitch,orientation.actual.yaw
1286457,2,1286457,0.29,10.1,0.17,0.4,0.-9,0.-8,9.25,11.78,92550.36,757.78,65.76,-30.-67,-48.-92
1286500,2,1286500,0.24,10.0,0.16,0.4,0.-9,0.-8,9.18,11.79,92551.42,757.58,57.27,-30.-45,-42.-8
1286546,2,1286546,0.25,9.96,0.20,0.4,0.-9,0.-8,9.25,11.78,92549.24,757.29,57.27,-30.-45,-42.-8
1286592,2,1286592,0.25,10.2,0.19,0.4,0.-9,0.-8,9.18,11.79,92548.17,757.97,48.80,-29.-47,-35.-31
1286638,2,1286638,0.28,9.96,0.19,0.4,0.-9,0.-8,9.25,11.79,92549.24,757.49,48.80,-29.-47,-35.-31
1286684,2,1286684,0.18,10.3,0.14,0.4,0.-9,0.-8,9.18,11.80,92550.36,757.88,40.45,-27.-60,-28.-80
1286732,2,1286732,0.25,9.97,0.19,0.4,0.-9,0.-9,9.18,11.80,92551.42,757.38,40.45,-27.-60,-28.-80
1286778,2,1286778,0.24,9.99,0.18,0.4,0.-9,0.-9,9.25,11.80,92544.85,757.78,32.36,-24.-94,-22.-67
1286824,2,1286824,0.21,9.99,0.19,0.4,0.-9,0.-8,9.25,11.79,92543.72,757.58,32.36,-24.-94,-22.-67
1286870,2,1286870,0.23,9.99,0.19,0.4,0.-9,0.-8,9.25,11.80,92550.30,757.78,25.40,-21.-65,-17.-56
1286916,2,1286916,0.25,9.98,0.19,0.4,0.-9,0.-9,9.18,11.80,92547.4,756.90,25.40,-21.-65,-17.-56
1286962,2,1286964,0.22,10.0,0.16,0.4,0.-9,0.-9,9.18,11.79,92550.36,757.58,18.36,-17.-69,-12.-62
1287005,2,1287005,0.21,10.0,0.25,0.4,0.-10,0.-9,9.18,11.80,92551.42,757.38,18.36,-17.-69,-12.-62
1287051,2,1287051,0.24,9.96,0.8,0.4,0.-9,0.-8,9.18,11.79,92549.24,757.97,12.35,-13.-48,-8.-63
1287097,2,1287097,0.25,9.99,0.19,0.4,0.-9,0.-9,9.18,11.79,92555.82,758.8,12.35,-13.-48,-8.-63
1287143,2,1287143,0.19,10.4,0.22,0.4,0.-9,0.-8,9.18,11.80,92552.50,757.68,6.40,-8.-54,-4.-87
1287189,2,1287189,0.20,10.0,0.24,0.4,0.-9,0.-9,9.18,11.79,92548.24,757.68,6.40,-8.-54,-4.-87
1287232,2,1287232,0.24,10.4,0.15,0.4,0.-9,0.-8,9.12,11.79,92541.59,757.58,0.90,-3.-39,-1.-69
1287278,2,1287278,0.22,10.1,0.22,0.4,0.-9,0.-8,9.12,11.80,92551.42,758.8,0.90,-3.-39,-1.-69
1287324,2,1287324,0.23,9.98,0.17,0.4,0.-9,0.-9,9.12,11.79,92545.98,757.88,-4.-49,2.17,0.96
1287371,2,1287371,0.30,9.98,0.18,0.4,0.-9,0.-8,9.18,11.80,92545.98,757.88,-4.-49,2.17,0.96
1287417,2,1287417,0.26,10.0,0.20,0.4,0.-9,0.-9,9.18,11.79,92547.4,758.7,-9.-75,7.81,3.13
1287463,2,1287465,0.21,10.1,0.21,0.4,0.-9,0.-9,9.18,11.80,92548.17,757.19,-9.-75,7.81,3.13
1287506,2,1287506,0.26,9.95,0.20,0.4,0.-9,0.-9,9.25,11.79,92551.50,757.97,-14.-81,13.78,4.84
1287552,2,1287552,0.25,9.98,0.20,0.4,0.-9,0.-8,9.25,11.79,92556.94,757.58,-14.-81,13.78,4.84
1287598,2,1287598,0.24,9.99,0.19,0.4,0.-9,0.-8,9.25,11.79,92553.62,757.39,-19.-62,19.51,5.75
1287644,2,1287644,0.23,10.0,0.19,0.4,0.-9,0.-9,9.25,11.79,92549.24,757.88,-19.-62,19.51,5.75
1287690,2,1287690,0.24,10.1,0.16,0.4,0.-9,0.-8,9.18,11.79,92548.17,757.49,-24.-57,25.56,6.32
1287733,2,1287733,0.22,10.0,0.22,0.4,0.-9,0.-9,9.18,11.81,92549.24,758.27,-24.-57,25.56,6.32
1287779,2,1287779,0.23,10.2,0.17,0.4,0.-9,0.-8,9.18,11.79,92546.98,757.59,-29.-66,31.48,6.29
1287825,2,1287825,0.20,10.5,0.22,0.4,0.-9,0.-9,9.25,11.80,92550.30,758.17,-29.-66,31.48,6.29
1287871,2,1287871,0.25,10.0,0.19,0.4,0.-9,0.-9,9.18,11.80,92552.50,757.49,-35.-49,37.62,5.63
1287917,2,1287917,0.29,9.98,0.16,0.4,0.-9,0.-8,9.18,11.79,92545.98,758.8,-35.-49,37.62,5.63
1287963,2,1287963,0.17,10.1,0.23,0.4,0.-9,0.-8,9.18,11.79,92552.56,757.19,-41.-56,43.37,4.11
1288006,2,1288006,0.30,9.99,0.18,0.4,0.-9,0.-8,9.18,11.79,92554.75,757.28,-41.-56,43.37,4.11
1288052,2,1288052,0.22,10.0,0.17,0.4,0.-9,0.-9,9.25,11.79,92551.50,757.78,-48.-91,49.24,1.38
1288098,2,1288098,0.25,9.99,0.17,0.4,0.-9,0.-8,9.18,11.79,92549.30,757.39,-48.-91,49.24,1.38
1288144,2,1288144,0.23,10.1,0.21,0.4,0.-9,0.-8,9.25,11.79,92551.42,757.88,-57.-26,54.51,-2.-75
1288190,2,1288190,0.28,9.99,0.16,0.4,0.-9,0.-9,9.18,11.80,92552.56,757.49,-57.-26,54.51,-2.-75
1288233,2,1288233,0.16,10.3,0.20,0.4,0.-9,0.-8,9.18,11.79,92549.24,757.39,-67.-76,59.43,-9.-11
1288279,2,1288279,0.24,10.1,0.22,0.4,0.-9,0.-8,9.18,11.80,92549.17,757.49,-67.-76,59.43,-9.-11
1288325,2,1288325,0.18,10.2,0.22,0.4,0.-9,0.-8,9.12,11.80,92543.78,757.88,-80.-73,63.43,-18.-8
1288372,2,1288372,0.29,9.97,0.18,0.4,0.-9,0.-9,9.18,11.80,92548.10,757.78,-80.-73,63.43,-18.-8
1288418,2,1288418,0.25,9.97,0.20,0.4,0.-9,0.-8,9.18,11.80,92543.72,757.97,-96.-97,66.30,-30.-39
1288466,2,1288466,0.27,9.98,0.17,0.4,0.-9,0.-8,9.12,11.79,92550.30,758.17,-96.-97,66.30,-30.-39
1288512,2,1288512,0.24,10.4,0.25,0.4,0.-9,0.-8,9.12,11.80,92553.62,757.58,-115.-40,67.38,-44.-82
1288558,2,1288558,0.28,9.98,0.20,0.4,0.-9,0.-9,9.6,11.79,92544.85,757.88,-115.-40,67.38,-44.-82
1288604,2,1288604,0.24,10.1,0.20,0.4,0.-9,0.-9,9.25,11.79,92549.24,757.97,-135.-28,66.43,-60.-49
1288650,2,1288650,0.22,10.2,0.20,0.4,0.-9,0.-8,9.18,11.79,92553.62,757.49,-135.-28,66.43,-60.-49
1288696,2,1288696,0.25,10.0,0.22,0.4,0.-9,0.-8,9.18,11.79,92555.82,757.58,-151.-71,63.82,-72.-99
1288739,2,1288739,0.22,9.99,0.12,0.4,0.-9,0.-8,9.18,11.79,92553.62,757.68,-151.-71,63.82,-72.-99
1288785,2,1288785,0.24,10.1,0.27,0.4,0.-9,0.-9,9.12,11.79,92544.85,757.97,-165.-85,59.67,-82.-85
1288831,2,1288831,0.22,10.1,0.20,0.4,0.-9,0.-8,9.18,11.79,92548.17,757.49,-165.-85,59.67,-82.-85
1288877,2,1288877,0.29,9.99,0.16,0.4,0.-9,0.-8,9.18,11.80,92551.42,757.9,-176.-6,54.99,-89.-10
1288923,2,1288923,0.25,10.1,0.20,0.4,0.-9,0.-9,9.18,11.80,92555.82,757.98,-176.-6,54.99,-89.-10
1288966,2,1288966,0.25,10.0,0.19,0.4,0.-9,0.-8,9.18,11.79,92549.24,757.68,175.27,49.62,-93.-44
1289012,2,1289012,0.24,10.3,0.19,0.4,0.-9,0.-8,9.18,11.81,92542.66,758.18,175.27,49.62,-93.-44
1289058,2,1289058,0.26,10.0,0.21,0.4,0.-9,0.-8,9.12,11.80,92548.17,757.59,168.24,44.2,-96.-10
1289104,2,1289104,0.22,10.1,0.15,0.4,0.-9,0.-8,9.18,11.79,92552.56,757.88,168.24,44.2,-96.-10
1289150,2,1289150,0.25,10.1,0.20,0.4,0.-9,0.-9,9.18,11.79,92543.78,758.56,161.63,38.7,-97.-88
1289196,2,1289198,0.26,10.1,0.21,0.4,0.-9,0.-8,9.18,11.79,92548.17,757.49,161.63,38.7,-97.-88
1289239,2,1289239,0.23,9.99,0.21,0.4,0.-9,0.-8,9.25,11.79,92550.36,757.39,156.24,32.42,-98.-53
1289285,2,1289285,0.20,10.5,0.23,0.4,0.-9,0.-8,9.18,11.79,92544.91,757.29,156.24,32.42,-98.-53
1289331,2,1289331,0.24,10.0,0.18,0.4,0.-9,0.-9,9.18,11.79,92548.17,757.78,150.78,26.28,-98.-58
1289378,2,1289378,0.23,10.3,0.21,0.4,0.-9,0.-8,9.12,11.80,92548.17,757.59,150.78,26.28,-98.-58
1289424,2,1289424,0.21,10.3,0.27,0.4,0.-9,0.-9,9.18,11.79,92545.98,757.58,145.68,20.29,-98.-8
1289467,2,1289467,0.22,10.3,0.20,0.4,0.-9,0.-8,9.18,11.78,92556.94,757.19,145.68,20.29,-98.-8
1289513,2,1289513,0.27,10.1,0.19,0.4,0.-9,0.-9,9.18,11.79,92547.4,757.78,140.62,14.30,-97.0
1289559,2,1289559,0.24,9.94,0.18,0.4,0.-9,0.-8,9.18,11.79,92553.62,757.38,140.62,14.30,-97.0
1289605,2,1289605,0.25,10.2,0.18,0.4,0.-9,0.-8,9.25,11.80,92551.42,757.29,135.92,8.73,-95.-49
1289651,2,1289651,0.17,10.1,0.18,0.4,0.-9,0.-8,9.18,11.80,92551.42,757.49,135.92,8.73,-95.-49
1289699,2,1289699,0.24,10.3,0.17,0.4,0.-9,0.-8,9.18,11.80,92554.75,757.88,130.90,3.5,-93.-40
1289745,2,1289745,0.24,10.0,0.18,0.4,0.-9,0.-9,9.18,11.80,92551.42,757.49,130.90,3.5,-93.-40
1289791,2,1289791,0.26,10.4,0.14,0.4,0.-9,0.-8,9.25,11.79,92545.92,758.17,125.99,-2.-13,-91.-4
1289837,2,1289837,0.22,10.0,0.22,0.4,0.-9,0.-8,9.18,11.79,92545.98,757.68,125.99,-2.-13,-91.-4
1289883,2,1289883,0.23,10.1,0.19,0.4,0.-9,0.-9,9.25,11.79,92545.98,757.68,120.35,-7.-56,-88.-4
1289929,2,1289929,0.30,9.98,0.17,0.4,0.-9,0.-8,9.18,11.80,92550.5,757.81,120.35,-7.-56,-88.-4
1290164,2,1290164,0.27,10.1,0.16,0.4,0.-9,0.-8,9.25,11.70,92547.67,758.12,114.53,-12.-34,-84.-61
1290210,2,1290210,0.24,10.2,0.21,0.4,0.-9,0.-8,9.18,11.73,92556.25,757.45,114.53,-12.-34,-84.-61
1290256,2,1290256,0.17,10.3,0.21,0.4,0.-9,0.-8,9.25,11.75,92547.35,757.65,108.29,-16.-83,-80.-58
1290302,2,1290302,0.21,9.99,0.25,0.4,0.-9,0.-8,9.25,11.75,92551.68,757.47,108.29,-16.-83,-80.-58
1290348,2,1290348,0.20,10.3,0.22,0.4,0.-9,0.-8,9.18,11.77,92543.91,757.47,101.68,-20.-68,-76.-5
1290715,2,1290715,0.27,9.99,0.16,0.4,0.-9,0.-8,9.18,11.66,92544.60,757.91,101.68,-20.-68,-76.-5
1290761,2,1290761,0.18,10.1,0.19,0.4,0.-9,0.-8,9.18,11.70,92553.12,757.43,94.44,-24.-12,-70.-58
1290807,2,1290807,0.31,9.99,0.19,0.4,0.-9,0.-8,9.18,11.73,92553.0,757.34,94.44,-24.-12,-70.-58
1290853,2,1290853,0.24,10.0,0.19,0.4,0.-9,0.-9,9.18,11.74,92544.10,757.65,86.49,-26.-93,-64.-61
1290899,2,1290899,0.24,10.0,0.12,0.4,0.-9,0.-9,9.25,11.76,92550.61,757.66,86.49,-26.-93,-64.-61
1291139,2,1291139,0.33,10.0,0.16,0.4,0.-9,0.-8,9.18,11.67,92550.5,757.61,78.44,-28.-90,-58.-29
1291185,2,1291185,0.20,10.4,0.22,0.4,0.-9,0.-8,9.18,11.70,92547.67,757.64,78.44,-28.-90,-58.-29
1291231,2,1291231,0.24,10.0,0.19,0.4,0.-9,0.-8,9.18,11.73,92549.67,757.35,70.1,-30.-10,-51.-52
1291277,2,1291277,0.22,10.5,0.30,0.4,0.-9,0.-9,9.12,11.75,92548.49,757.65,70.1,-30.-10,-51.-52
1291323,2,1291323,0.28,9.99,0.18,0.4,0.-9,0.-8,9.18,11.76,92549.49,757.37,61.46,-30.-28,-44.-64
1291369,2,1291369,0.26,9.98,0.17,0.4,0.-9,0.-8,9.18,11.76,92546.98,757.59,61.46,-30.-28,-44.-64
1291737,2,1291737,0.17,10.3,0.22,0.4,0.-9,0.-8,9.18,11.67,92559.89,757.52,52.84,-29.-68,-37.-84
1291783,2,1291783,0.25,9.99,0.20,0.4,0.-9,0.-8,9.18,11.70,92546.54,757.73,52.84,-29.-68,-37.-84
1291829,2,1291829,0.21,9.99,0.22,0.4,0.-9,0.-9,9.18,11.73,92549.67,757.74,44.9,-28.-31,-31.-18
1291875,2,1291875,0.32,9.99,0.19,0.4,0.-9,0.-8,9.25,11.74,92546.29,757.46,44.9,-28.-31,-31.-18
1291921,2,1291921,0.12,9.96,0.13,0.4,0.-9,0.-9,9.25,11.75,92549.49,757.86,35.94,-26.-16,-25.-10
1292159,2,1292159,0.29,9.99,0.16,0.4,0.-9,0.-8,9.12,11.67,92550.5,757.71,35.94,-26.-16,-25.-10
1292205,2,1292205,0.13,10.3,0.22,0.4,0.-9,0.-9,9.18,11.70,92545.48,757.63,28.2,-23.-22,-19.-48
1292251,2,1292251,0.34,10.2,0.29,0.4,0.-9,0.-8,9.18,11.72,92546.42,757.64,28.2,-23.-22,-19.-48
1292297,2,1292297,0.17,9.95,0.15,0.4,0.-9,0.-9,9.18,11.74,92545.23,757.95,20.63,-19.-74,-14.-38
1292343,2,1292343,0.27,10.3,0.19,0.4,0.-10,0.-8,9.12,11.76,92551.75,757.85,20.63,-19.-74,-14.-38
1292389,2,1292725,0.22,10.4,0.14,0.4,0.-9,0.-9,9.18,11.76,92555.75,757.79,13.90,-15.-56,-9.-90
1292766,2,1292766,0.22,10.6,0.18,0.4,0.-9,0.-8,9.18,11.67,92545.67,757.61,13.90,-15.-56,-9.-90
1292812,2,1292812,0.23,9.98,0.4,0.3,0.-9,0.-8,9.18,11.70,92549.86,757.54,7.98,-10.-73,-6.-21
1292858,2,1292858,0.22,9.99,0.18,0.4,0.-9,0.-8,9.18,11.73,92547.49,757.83,7.98,-10.-73,-6.-21
1292904,2,1292904,0.29,10.0,0.15,0.4,0.-9,0.-8,9.12,11.73,92544.10,757.45,2.49,-5.-58,-2.-94
1292950,2,1292950,0.22,9.99,0.18,0.4,0.-9,0.-8,9.18,11.75,92546.35,757.15,2.49,-5.-58,-2.-94
1293005,2,1293005,0.31,9.99,0.16,0.4,0.-9,0.-9,9.18,11.74,92555.7,757.65,-2.-94,0.-16,0.-19
1293051,2,1293051,0.10,10.3,0.22,0.4,0.-9,0.-9,9.18,11.75,92546.23,757.46,-2.-94,0.-16,0.-19
1293097,2,1293097,0.27,9.98,0.18,0.4,0.-9,0.-8,9.18,11.76,92548.36,757.76,-8.0,5.41,1.96
1293143,2,1293143,0.18,9.99,0.19,0.4,0.-9,0.-9,9.18,11.76,92550.55,757.8,-8.0,5.41,1.96
1293189,2,1293189,0.31,9.96,0.17,0.4,0.-9,0.-8,9.18,11.76,92547.17,757.96,-12.-72,11.5,3.45
1293235,2,1293235,0.20,10.0,0.19,0.3,0.-8,0.-8,9.25,11.77,92545.4,757.76,-12.-72,11.5,3.45
1293278,2,1293278,0.32,9.98,0.17,0.4,0.-9,0.-8,9.12,11.76,92540.65,757.18,-17.-39,16.75,4.57
1293324,2,1293324,0.24,10.0,0.18,0.4,0.-9,0.-9,9.12,11.77,92554.88,757.47,-17.-39,16.75,4.57
1293370,2,1293370,0.19,10.0,0.25,0.4,0.-9,0.-8,9.18,11.77,92551.56,757.66,-22.-34,22.71,5.40
1293416,2,1293416,0.30,9.97,0.19,0.4,0.-9,0.-8,9.12,11.77,92550.49,758.6,-22.-34,22.71,5.40
1293462,2,1293462,0.27,9.98,0.18,0.4,0.-9,0.-8,9.12,11.78,92549.36,757.77,-27.-41,28.85,5.62
1293505,2,1293505,0.16,10.1,0.20,0.4,0.-9,0.-9,9.18,11.77,92544.91,757.58,-27.-41,28.85,5.62
1293551,2,1293551,0.23,10.0,0.19,0.4,0.-9,0.-8,9.18,11.78,92541.65,758.26,-32.-74,34.88,5.16
1293597,2,1293597,0.26,10.0,0.17,0.4,0.-9,0.-8,9.18,11.78,92548.24,758.6,-32.-74,34.88,5.16
1293643,2,1293643,0.22,10.0,0.22,0.4,0.-9,0.-8,9.12,11.78,92551.50,757.48,-38.-53,40.75,3.89
1293689,2,1293689,0.27,9.97,0.19,0.4,0.-9,0.-9,9.25,11.78,92550.42,757.77,-38.-53,40.75,3.89
1293735,2,1293735,0.24,10.3,0.20,0.4,0.-9,0.-8,9.18,11.78,92543.85,757.77,-45.-15,46.62,1.89
1293779,2,1293779,0.21,10.3,0.21,0.4,0.-9,0.-9,9.12,11.78,92547.17,757.28,-45.-15,46.62,1.89
1293825,2,1293825,0.30,10.0,0.18,0.4,0.-9,0.-8,9.18,11.78,92549.36,757.87,-52.-91,52.20,-1.-53
1293871,2,1293871,0.23,10.1,0.21,0.4,0.-9,0.-9,9.25,11.78,92553.68,757.67,-52.-91,52.20,-1.-53
1293917,2,1293917,0.17,10.0,0.22,0.4,0.-9,0.-8,9.18,11.78,92544.98,757.28,-62.-17,57.18,-6.-90
1293963,2,1293963,0.27,10.4,0.29,0.4,0.-9,0.-8,9.18,11.78,92547.17,757.38,-62.-17,57.18,-6.-90
1294006,2,1294006,0.23,9.98,0.15,0.4,0.-9,0.-8,9.18,11.78,92550.36,757.28,-73.-74,61.50,-14.-52
1294052,2,1294052,0.23,10.1,0.32,0.4,0.-9,0.-9,9.18,11.78,92548.24,757.87,-73.-74,61.50,-14.-52
1294098,2,1294098,0.19,10.4,0.19,0.4,0.-9,0.-8,9.12,11.78,92551.50,758.17,-88.-14,64.97,-25.-2
1294144,2,1294144,0.27,9.99,0.20,0.4,0.-9,0.-9,9.18,11.78,92547.10,758.26,-88.-14,64.97,-25.-2
1294190,2,1294190,0.23,10.5,0.14,0.4,0.-9,0.-8,9.12,11.78,92553.68,757.28,-106.-91,67.22,-39.-57
1294238,2,1294238,0.28,9.98,0.19,0.4,0.-9,0.-9,9.18,11.78,92551.56,758.17,-106.-91,67.22,-39.-57
1294284,2,1294284,0.26,10.1,0.16,0.4,0.-9,0.-8,9.18,11.78,92550.42,757.77,-126.-79,67.12,-55.-53
1294330,2,1294330,0.23,10.4,0.19,0.3,0.-8,0.-8,9.18,11.78,92547.10,757.38,-126.-79,67.12,-55.-53
1294376,2,1294376,0.25,10.1,0.19,0.4,0.-9,0.-8,9.18,11.78,92549.30,757.68,-144.-50,65.10,-69.-40
1294422,2,1294422,0.14,9.99,0.25,0.4,0.-9,0.-9,9.18,11.79,92547.10,757.97,-144.-50,65.10,-69.-40
1294468,2,1294468,0.29,10.0,0.19,0.4,0.-9,0.-8,9.25,11.78,92548.24,757.38,-159.-72,61.53,-80.-57
1294511,2,1294511,0.18,10.3,0.22,0.4,0.-9,0.-9,9.25,11.77,92550.42,757.87,-159.-72,61.53,-80.-57
1294557,2,1294557,0.25,9.99,0.14,0.4,0.-9,0.-8,9.18,11.79,92550.42,758.8,-171.-58,57.4,-88.-51
1294603,2,1294603,0.26,10.0,0.17,0.4,0.-9,0.-9,9.18,11.78,92549.30,757.87,-171.-58,57.4,-88.-51
1294649,2,1294649,0.22,10.1,0.13,0.4,0.-9,0.-8,9.18,11.79,92546.4,758.36,179.14,51.74,-93.-73
1294695,2,1294695,0.18,9.99,0.26,0.3,0.-9,0.-8,9.12,11.78,92553.62,757.77,179.14,51.74,-93.-73
1294738,2,1294738,0.25,10.0,0.18,0.4,0.-9,0.-8,9.12,11.78,92547.10,757.68,171.91,46.33,-96.-95
1294785,2,1294785,0.21,10.0,0.23,0.4,0.-9,0.-9,9.18,11.78,92553.68,758.36,171.91,46.33,-96.-95
1294831,2,1294831,0.21,10.1,0.22,0.4,0.-9,0.-8,9.12,11.78,92547.10,757.68,165.33,40.56,-99.-11
1294877,2,1294877,0.22,10.0,0.11,0.4,0.-9,0.-8,9.18,11.79,92547.17,758.36,165.33,40.56,-99.-11
1294923,2,1294923,0.20,10.1,0.22,0.4,0.-9,0.-8,9.18,11.79,92546.4,757.18,159.35,34.55,-100.-44
1294971,2,1294971,0.25,9.96,0.19,0.4,0.-9,0.-9,9.18,11.79,92546.4,757.58,159.35,34.55,-100.-44
1295017,2,1295017,0.17,10.4,0.22,0.4,0.-9,0.-9,9.25,11.78,92549.30,757.87,153.82,28.42,-100.-87
1295063,2,1295063,0.21,10.4,0.29,0.4,0.-9,0.-9,9.18,11.78,92544.91,757.48,153.82,28.42,-100.-87
1295109,2,1295109,0.23,9.99,0.21,0.4,0.-9,0.-8,9.12,11.78,92546.4,758.6,149.3,22.56,-100.-53
1295155,2,1295155,0.27,9.98,0.19,0.4,0.-9,0.-9,9.18,11.78,92553.68,757.87,149.3,22.56,-100.-53
1295201,2,1295201,0.22,10.0,0.21,0.4,0.-9,0.-8,9.25,11.78,92546.4,757.57,144.11,16.53,-99.-81
1295244,2,1295244,0.29,9.98,0.17,0.4,0.-9,0.-9,9.25,11.78,92548.24,757.96,144.11,16.53,-99.-81
1295303,2,1295303,0.30,9.98,0.19,0.4,0.-9,0.-8,9.18,11.77,92549.42,757.77,139.30,10.63,-98.-63
1295349,2,1295349,0.21,10.0,0.21,0.4,0.-9,0.-8,9.18,11.77,92548.30,757.47,139.30,10.63,-98.-63
1295395,2,1295395,0.32,10.2,0.17,0.4,0.-9,0.-9,9.25,11.77,92541.71,757.58,134.23,4.68,-96.-83
1295441,2,1295441,0.16,10.4,0.20,0.4,0.-9,0.-8,9.12,11.78,92543.85,757.67,134.23,4.68,-96.-83
1295489,2,1295489,0.27,9.96,0.16,0.4,0.-9,0.-8,9.18,11.78,92543.91,758.55,129.30,0.-77,-94.-63
1295535,2,1295535,0.18,9.99,0.24,0.4,0.-9,0.-8,9.18,11.77,92551.56,757.77,129.30,0.-77,-94.-63
1295581,2,1295581,0.20,10.0,0.22,0.4,0.-9,0.-8,9.25,11.77,92550.42,757.58,123.90,-6.-22,-91.-93
1295627,2,1295627,0.24,9.98,0.20,0.4,0.-9,0.-9,9.25,11.78,92555.82,757.87,123.90,-6.-22,-91.-93
1295673,2,1295673,0.26,10.2,0.20,0.4,0.-9,0.-8,9.25,11.78,92548.24,757.97,118.32,-11.-34,-88.-74
1295719,2,1295719,0.24,9.98,0.17,0.4,0.-9,0.-8,9.18,11.78,92549.36,757.87,118.32,-11.-34,-88.-74
1295762,2,1295762,0.23,10.4,0.21,0.4,0.-9,0.-8,9.18,11.77,92547.17,758.36,112.35,-16.-2,-85.-1
1295809,2,1295809,0.26,9.98,0.17,0.4,0.-9,0.-9,9.18,11.77,92549.36,758.16,112.35,-16.-2,-85.-1
1295855,2,1295855,0.28,9.98,0.21,0.4,0.-9,0.-9,9.25,11.77,92547.10,757.67,105.43,-20.-49,-80.-53
1295901,2,1295901,0.21,10.3,0.21,0.4,0.-9,0.-9,9.18,11.79,92547.10,757.77,105.43,-20.-49,-80.-53
1295947,2,1295947,0.27,9.98,0.19,0.4,0.-9,0.-9,9.18,11.77,92552.62,757.38,98.11,-24.-37,-75.-43
1295990,2,1295990,0.21,10.1,0.21,0.4,0.-9,0.-9,9.18,11.77,92548.24,757.77,98.11,-24.-37,-75.-43
1296036,2,1296036,0.26,9.97,0.18,0.4,0.-9,0.-8,9.18,11.78,92546.4,757.38,90.63,-27.-45,-69.-81
1296082,2,1296082,0.25,9.99,0.16,0.4,0.-9,0.-8,9.18,11.78,92543.91,758.16,90.63,-27.-45,-69.-81
1296128,2,1296128,0.22,10.0,0.22,0.4,0.-9,0.-9,9.12,11.78,92547.10,757.68,82.17,-29.-94,-63.-38
1296174,2,1296174,0.17,9.99,0.24,0.4,0.-9,0.-9,9.18,11.79,92547.17,757.87,82.17,-29.-94,-63.-38
1296222,2,1296222,0.28,9.99,0.20,0.4,0.-9,0.-8,9.12,11.78,92544.91,757.77,73.75,-31.-43,-56.-98
1296268,2,1296268,0.18,10.2,0.21,0.4,0.-9,0.-8,9.18,11.78,92548.24,757.67,73.75,-31.-43,-56.-98
1296314,2,1296314,0.27,10.1,0.19,0.4,0.-9,0.-8,9.18,11.78,92548.30,758.6,64.99,-32.-11,-50.-13
1296360,2,1296360,0.22,10.1,0.18,0.4,0.-9,0.-9,9.18,11.78,92547.10,757.87,64.99,-32.-11,-50.-13
1296406,2,1296406,0.27,9.99,0.13,0.4,0.-9,0.-8,9.18,11.79,92547.17,757.68,56.7,-31.-85,-43.-16
1296452,2,1296452,0.24,10.0,0.15,0.4,0.-9,0.-8,9.18,11.78,92549.36,757.96,56.7,-31.-85,-43.-16
1296495,2,1296495,0.22,10.0,0.22,0.4,0.-9,0.-8,9.18,11.77,92544.98,758.26,47.52,-30.-77,-36.-50
1296541,2,1296541,0.19,10.4,0.19,0.4,0.-9,0.-8,9.18,11.77,92544.98,757.67,47.52,-30.-77,-36.-50
1296587,2,1296587,0.25,9.99,0.19,0.4,0.-9,0.-9,9.12,11.77,92547.17,757.77,39.6,-28.-73,-30.-13
1296633,2,1296633,0.24,10.6,0.26,0.4,0.-9,0.-8,9.12,11.77,92544.98,758.16,39.6,-28.-73,-30.-13
1296679,2,1296679,0.29,9.97,0.17,0.4,0.-9,0.-8,9.12,11.78,92549.36,757.86,31.11,-25.-90,-24.-20
1296722,2,1296722,0.21,10.2,0.22,0.4,0.-9,0.-8,9.25,11.78,92548.24,758.16,31.11,-25.-90,-24.-20
1296768,2,1296768,0.24,9.96,0.19,0.4,0.-9,0.-9,9.18,11.77,92539.53,757.77,23.66,-22.-36,-18.-78
1296815,2,1296815,0.24,10.0,0.17,0.4,0.-9,0.-8,9.12,11.77,92548.24,757.38,23.66,-22.-36,-18.-78
1296861,2,1296861,0.24,10.2,0.21,0.4,0.-9,0.-8,9.25,11.78,92551.56,757.97,16.86,-18.-38,-14.-25
1296907,2,1296907,0.19,10.0,0.16,0.4,0.-9,0.-9,9.18,11.79,92548.24,757.38,16.86,-18.-38,-14.-25
1296955,2,1296955,0.23,10.2,0.21,0.4,0.-9,0.-8,9.18,11.78,92542.85,757.87,10.78,-13.-98,-10.-41
1297001,2,1297001,0.22,10.0,0.20,0.4,0.-9,0.-8,9.18,11.78,92546.4,757.96,10.78,-13.-98,-10.-41
1297047,2,1297047,0.23,10.4,0.20,0.3,0.-9,0.-8,9.18,11.78,92540.59,758.6,5.11,-9.-17,-7.-11
1297093,2,1297093,0.24,10.1,0.18,0.4,0.-10,0.-9,9.18,11.78,92540.59,757.48,5.11,-9.-17,-7.-11
1297139,2,1297139,0.26,10.0,0.16,0.4,0.-9,0.-8,9.25,11.78,92550.42,757.97,0.-36,-3.-93,-4.-26
1297185,2,1297185,0.27,10.1,0.19,0.4,0.-9,0.-8,9.18,11.78,92543.85,757.9,0.-36,-3.-93,-4.-26
1297228,2,1297228,0.24,10.3,0.13,0.4,0.-9,0.-8,9.25,11.77,92547.17,758.16,-5.-42,1.40,-1.-92
