millis(),currentState,Calculated flight time,Time since last log,IMUAcc.acceleration.x,IMUAcc.acceleration.y,IMUAcc.acceleration.z,IMUGyro.gyro.x,IMUGyro.gyro.y,IMUGyro.gyro.z,IMUTher.temperature,BARO.readTemperature,BARO.readPressure,BARO.readAltitude,orientation.actual.roll,orientation.actual.pitch,orientation.actual.yaw
13486,2,13486,46,0.4,9.95,1.36,0.-10,0.-9,0.-8,7.56,11.56,90939.87,903.48,0.0,0.0,0.0
13532,2,13532,46,0.-49,10.19,1.69,0.1,0.-24,0.-16,7.56,11.56,90935.58,903.60,0.0,0.0,0.0
13588,2,13588,56,-1.-22,9.98,1.46,0.7,0.-8,0.-11,7.56,11.56,90939.87,903.49,0.0,0.0,0.0
13634,2,13634,46,0.-67,9.95,1.65,0.8,0.2,0.-7,7.56,11.56,90934.44,903.59,0.0,0.0,0.0
13680,2,13680,46,0.-31,9.73,1.18,0.13,0.0,0.-11,7.56,11.56,90939.87,903.20,0.0,0.0,0.0
13726,2,13726,46,0.-43,9.80,1.3,0.4,0.-13,0.-6,7.56,11.57,90935.49,902.80,0.0,0.0,0.0
13772,2,13772,46,0.-51,10.10,1.67,0.0,0.-16,0.-1,7.50,11.57,90936.53,903.30,0.0,0.0,0.0
13818,2,13818,46,0.-30,10.5,1.45,0.6,0.-11,0.-7,7.56,11.56,90935.39,903.20,0.0,0.0,0.0
13871,2,13871,53,0.-54,9.85,1.33,0.5,0.-10,0.-16,7.62,11.56,90935.49,903.79,0.0,0.0,0.0
13917,2,13917,46,0.-70,9.87,1.41,0.7,0.-10,0.-8,7.56,11.56,90933.30,904.0,0.0,0.0,0.0
13963,2,13963,46,0.-46,9.86,1.49,0.8,0.-14,0.1,7.56,11.56,90936.53,903.10,0.0,0.0,0.0
14009,2,14009,46,0.-15,10.1,1.33,0.3,0.-12,0.-8,7.56,11.56,90938.73,903.49,0.0,0.0,0.0
14055,2,14055,46,0.-75,10.2,1.12,0.8,0.-7,0.-18,7.56,11.57,90937.68,903.10,0.0,0.0,0.0
14115,2,14115,60,0.-39,10.3,1.53,0.6,0.-9,0.2,7.56,11.55,90933.39,903.88,0.0,0.0,0.0
14158,2,14158,43,0.1,9.87,1.56,0.7,0.-12,0.0,7.62,11.56,90942.7,903.48,0.0,0.0,0.0
14204,2,14204,46,0.-35,9.84,1.18,0.1,0.-15,0.-13,7.56,11.56,90932.15,903.10,0.0,0.0,0.0
14250,2,14250,46,0.-71,9.96,1.45,0.-2,0.-10,0.-16,7.62,11.57,90933.21,902.51,0.0,0.0,0.0
14297,2,14297,47,0.-47,10.1,1.37,0.3,0.-4,0.-6,7.62,11.57,90935.49,903.60,0.0,0.0,0.0
14343,2,14343,46,0.9,9.81,1.43,0.1,0.-9,0.-9,7.56,11.57,90937.68,903.10,0.0,0.0,0.0
14389,2,14389,46,0.-43,9.76,1.23,0.1,0.-13,0.-16,7.62,11.56,90936.63,903.39,0.0,0.0,0.0
14432,2,14432,43,0.-56,10.0,1.55,0.1,0.-12,0.-11,7.56,11.56,90943.11,903.60,0.0,0.0,0.0
14478,2,14478,46,0.-41,9.99,1.43,0.6,0.-10,0.-9,7.56,11.57,90940.92,902.90,0.0,0.0,0.0
14524,2,14524,46,0.-37,9.90,1.47,0.3,0.-13,0.-7,7.50,11.56,90934.35,903.60,0.0,0.0,0.0
14570,2,14570,46,0.-40,9.83,1.37,0.6,0.-9,0.-9,7.56,11.57,90937.68,903.30,0.0,0.0,0.0
14621,2,14621,51,0.-41,9.82,1.47,0.0,0.-10,0.-11,7.56,11.56,90936.53,903.69,0.0,0.0,0.0
14667,2,14667,46,0.-44,9.92,1.39,0.0,0.-12,0.-12,7.56,11.56,90933.39,903.30,0.0,0.0,0.0
14710,2,14710,43,0.-54,10.6,1.43,0.3,0.-11,0.-9,7.56,11.57,90930.6,903.30,0.0,0.0,0.0
14756,2,14756,46,0.-43,9.92,1.62,0.6,0.-10,0.-7,7.50,11.56,90938.82,904.19,0.0,0.0,0.0
14802,2,14802,46,0.-43,9.64,1.22,0.7,0.-9,0.-6,7.56,11.56,90940.92,903.10,0.0,0.0,0.0
14848,2,14848,46,0.-21,10.4,1.54,0.0,0.-10,0.-6,7.56,11.57,90932.15,903.40,0.0,0.0,0.0
14894,2,14894,46,0.-35,10.17,1.52,0.0,0.-11,0.-9,7.56,11.57,90936.53,903.30,0.0,0.0,0.0
14940,2,14940,46,0.-34,9.85,1.55,0.6,0.-12,0.-10,7.50,11.57,90935.49,903.20,0.0,0.0,0.0
14983,2,14983,43,0.-75,9.90,1.57,0.1,0.-14,0.-3,7.56,11.57,90944.16,903.10,0.0,0.0,0.0
15029,2,15029,46,0.-79,10.39,1.80,0.0,0.-12,0.36,7.56,11.56,90933.21,903.60,0.0,0.0,0.0
15075,2,15075,46,0.92,9.56,1.40,0.22,0.-14,0.29,7.62,11.56,90928.82,903.10,0.0,0.0,0.0
15126,2,15126,51,0.57,9.40,0.72,0.3,0.-5,0.-35,7.62,11.56,90936.53,903.60,0.0,0.0,0.0
15172,2,15172,46,0.-46,10.4,1.44,0.-7,0.1,0.-57,7.62,11.58,90935.39,903.50,0.0,0.0,0.0
15221,2,15221,49,-1.0,10.29,1.83,0.8,0.-6,0.-20,7.56,11.57,90939.78,903.80,0.0,0.0,0.0
15267,2,15267,46,0.-19,9.76,1.54,0.11,0.-18,0.16,7.56,11.57,90933.21,903.30,0.0,0.0,0.0
15314,2,15314,47,0.18,9.62,1.7,0.7,0.-11,0.1,7.62,11.58,90933.21,903.41,0.0,0.0,0.0
15360,2,15360,46,0.-4,9.86,1.25,0.0,0.-2,0.-21,7.68,11.57,90939.78,903.1,0.0,0.0,0.0
15406,2,15406,46,0.-24,9.96,1.62,0.0,0.0,0.-31,7.62,11.57,90934.25,904.0,0.0,0.0,0.0
15452,2,15452,46,0.-45,10.12,1.71,0.4,0.-12,0.-10,7.56,11.57,90935.39,902.81,0.0,0.0,0.0
15501,2,15501,49,0.-44,9.83,1.38,0.10,0.-16,0.4,7.62,11.57,90937.59,903.10,0.0,0.0,0.0
15547,2,15547,46,0.-13,9.80,1.29,0.4,0.-9,0.0,7.62,11.57,90936.53,903.41,0.0,0.0,0.0
15593,2,15593,46,0.-9,10.2,1.62,0.3,0.-2,0.-14,7.62,11.58,90929.96,903.21,0.0,0.0,0.0
15644,2,15644,51,0.-24,9.79,1.29,0.8,0.-5,0.-16,7.62,11.56,90935.39,903.0,0.0,0.0,0.0
15690,2,15690,46,0.-26,9.92,1.28,0.3,0.-12,0.-9,7.68,11.57,90935.39,903.10,0.0,0.0,0.0
15736,2,15736,46,0.-55,9.87,1.61,0.8,0.-12,0.-6,7.68,11.57,90932.6,903.60,0.0,0.0,0.0
15779,2,15779,43,0.-21,9.82,1.33,0.7,0.-6,0.-1,7.62,11.57,90933.11,903.21,0.0,0.0,0.0
15825,2,15825,46,0.-23,9.87,1.38,0.5,0.-7,0.-1,7.68,11.58,90931.1,903.1,0.0,0.0,0.0
15871,2,15871,46,0.12,10.1,1.51,0.6,0.-8,0.-1,7.62,11.57,90938.64,903.41,0.0,0.0,0.0
15917,2,15917,46,0.-26,9.87,1.47,0.8,0.-11,0.-10,7.62,11.57,90936.53,903.40,0.0,0.0,0.0
15963,2,15963,46,0.-37,10.4,1.50,0.3,0.-8,0.-6,7.62,11.58,90935.39,903.41,0.0,0.0,0.0
16009,2,16009,46,0.-68,9.99,1.92,0.11,0.-17,0.19,7.62,11.57,90933.21,903.61,0.0,0.0,0.0
16053,2,16053,44,0.34,9.66,1.18,0.17,0.-15,0.36,7.62,11.57,90933.30,903.61,0.0,0.0,0.0
16099,2,16099,46,0.74,9.95,0.96,0.10,0.-12,0.10,7.62,11.57,90936.53,903.49,0.0,0.0,0.0
16159,2,16159,60,0.6,10.24,1.37,0.7,0.3,0.-26,7.62,11.56,90938.82,903.49,0.0,0.0,0.0
16205,2,16205,46,0.24,9.87,1.14,0.9,0.-2,0.-17,7.68,11.56,90934.35,902.90,0.0,0.0,0.0
16251,2,16251,46,0.32,9.75,1.9,0.8,0.-12,0.-9,7.68,11.56,90934.35,903.60,0.0,0.0,0.0
16297,2,16297,46,0.0,9.89,1.33,0.5,0.-16,0.-12,7.68,11.57,90938.73,903.19,0.0,0.0,0.0
16341,2,16341,44,0.-22,9.79,1.41,0.5,0.-7,0.-13,7.68,11.57,90932.15,903.60,0.0,0.0,0.0
16387,2,16387,46,0.-5,9.84,1.39,0.5,0.-5,0.-2,7.68,11.57,90934.35,903.60,0.0,0.0,0.0
16433,2,16433,46,0.27,9.97,1.45,0.4,0.-2,0.1,7.68,11.56,90931.1,903.1,0.0,0.0,0.0
16479,2,16479,46,0.46,10.0,1.9,0.7,0.-4,0.-4,7.75,11.57,90934.25,902.91,0.0,0.0,0.0
16525,2,16525,46,0.43,10.32,1.46,0.0,0.3,0.-25,7.68,11.58,90928.73,902.52,0.0,0.0,0.0
16571,2,16571,46,0.11,10.7,1.30,0.5,0.0,0.-32,7.68,11.57,90929.96,903.41,0.0,0.0,0.0
16614,2,16614,43,0.-9,9.77,0.96,0.4,0.-11,0.-16,7.75,11.57,90936.44,902.81,0.0,0.0,0.0
16666,2,16666,52,0.-21,9.99,1.16,0.4,0.-16,0.-1,7.75,11.57,90937.68,903.40,0.0,0.0,0.0
16712,2,16712,46,0.18,9.84,1.53,0.8,0.-12,0.-2,7.62,11.57,90937.59,903.10,0.0,0.0,0.0
16758,2,16758,46,0.-5,9.74,1.31,0.7,0.-7,0.-6,7.68,11.57,90927.67,903.21,0.0,0.0,0.0
16804,2,16804,46,0.9,9.91,1.20,0.5,0.-7,0.-4,7.68,11.58,90932.6,902.81,0.0,0.0,0.0
16850,2,16850,46,0.0,10.13,1.26,0.4,0.-9,0.0,7.75,11.57,90940.82,903.10,0.0,0.0,0.0
16893,2,16893,43,0.56,10.12,1.40,0.4,0.-7,0.-4,7.68,11.57,90934.25,902.91,0.0,0.0,0.0
16939,2,16939,46,0.-7,9.84,0.88,0.5,0.-10,0.-16,7.68,11.58,90932.6,903.51,0.0,0.0,0.0
16985,2,16985,46,0.-1,9.90,1.30,0.1,0.-10,0.-10,7.68,11.58,90933.11,903.32,0.0,0.0,0.0
17031,2,17031,46,0.19,10.3,1.45,0.5,0.-13,0.-6,7.75,11.58,90941.88,903.61,0.0,0.0,0.0
17077,2,17077,46,0.11,9.79,1.30,0.4,0.-12,0.-7,7.68,11.58,90935.30,903.11,0.0,0.0,0.0
17123,2,17123,46,0.-10,9.92,1.19,0.3,0.-7,0.-9,7.68,11.58,90936.44,902.91,0.0,0.0,0.0
17184,2,17184,61,0.30,10.9,1.32,0.3,0.-7,0.-8,7.75,11.56,90936.63,903.69,0.0,0.0,0.0
17230,2,17230,46,0.21,10.1,1.23,0.5,0.-13,0.-8,7.75,11.56,90937.59,902.90,0.0,0.0,0.0
17276,2,17276,46,0.2,9.84,1.23,0.7,0.-12,0.-9,7.75,11.58,90934.25,903.1,0.0,0.0,0.0
17322,2,17322,46,0.21,9.81,1.25,0.2,0.-7,0.-10,7.75,11.58,90942.92,903.51,0.0,0.0,0.0
17369,2,17369,47,0.10,10.5,1.42,0.0,0.-8,0.-11,7.68,11.58,90938.54,902.62,0.0,0.0,0.0
17415,2,17415,46,0.0,10.3,1.29,0.4,0.-9,0.-6,7.68,11.58,90943.2,903.80,0.0,0.0,0.0
17458,2,17458,43,0.24,9.91,1.20,0.6,0.-9,0.-4,7.75,11.58,90937.39,902.71,0.0,0.0,0.0
17504,2,17504,46,0.19,9.98,1.33,0.3,0.-9,0.-8,7.75,11.59,90933.1,903.22,0.0,0.0,0.0
17550,2,17550,46,0.24,9.94,1.35,0.3,0.-8,0.-12,7.75,11.59,90935.21,903.32,0.0,0.0,0.0
17596,2,17596,46,0.20,10.2,1.30,0.4,0.-8,0.-12,7.81,11.59,90940.64,903.51,0.0,0.0,0.0
17642,2,17642,46,0.11,9.94,1.23,0.4,0.-12,0.-11,7.68,11.59,90936.35,903.12,0.0,0.0,0.0
17693,2,17693,51,0.0,9.92,1.43,0.5,0.-9,0.-11,7.68,11.59,90941.88,903.62,0.0,0.0,0.0
17736,2,17736,43,0.-5,9.82,1.2,0.7,0.-6,0.-8,7.75,11.58,90937.39,902.63,0.0,0.0,0.0
17782,2,17782,46,0.28,10.6,1.48,0.2,0.-8,0.-7,7.68,11.58,90941.78,903.62,0.0,0.0,0.0
17828,2,17828,46,0.2,10.9,1.32,0.7,0.-10,0.-8,7.68,11.59,90938.45,903.42,0.0,0.0,0.0
17874,2,17874,46,0.22,9.84,1.17,0.6,0.-9,0.-11,7.68,11.59,90937.39,902.92,0.0,0.0,0.0
17920,2,17920,46,0.7,9.91,1.23,0.3,0.-10,0.-12,7.68,11.60,90937.30,903.92,0.0,0.0,0.0
17966,2,17966,46,0.4,10.3,1.47,0.3,0.-9,0.-8,7.68,11.60,90929.78,903.81,0.0,0.0,0.0
18009,2,18009,43,0.6,9.90,1.12,0.9,0.-7,0.-7,7.68,11.61,90935.21,903.23,0.0,0.0,0.0
18055,2,18055,46,0.30,9.80,1.11,0.5,0.-8,0.-8,7.75,11.59,90927.49,903.32,0.0,0.0,0.0
18101,2,18101,46,0.6,10.1,1.48,0.4,0.-11,0.-12,7.75,11.60,90938.35,902.73,0.0,0.0,0.0
18147,2,18147,46,0.-17,10.1,1.11,0.7,0.-8,0.-9,7.68,11.60,90935.11,902.83,0.0,0.0,0.0
18199,2,18199,52,0.50,9.93,1.30,0.2,0.-8,0.-8,7.68,11.59,90936.25,903.3,0.0,0.0,0.0
18252,2,18252,53,0.8,9.93,1.38,0.4,0.-12,0.-15,7.75,11.59,90933.1,903.52,0.0,0.0,0.0
18298,2,18298,46,0.-10,9.91,1.24,0.4,0.-9,0.-10,7.68,11.60,90941.78,902.83,0.0,0.0,0.0
18344,2,18344,46,0.27,9.94,1.39,0.3,0.-8,0.-7,7.75,11.58,90938.45,903.23,0.0,0.0,0.0
18391,2,18391,47,0.-11,10.0,1.26,0.4,0.-9,0.-10,7.75,11.60,90936.25,903.53,0.0,0.0,0.0
18437,2,18437,46,0.16,9.93,1.20,0.6,0.-7,0.-6,7.68,11.59,90941.59,903.42,0.0,0.0,0.0
18483,2,18483,46,0.39,9.98,1.40,0.2,0.-9,0.-8,7.75,11.60,90937.30,903.42,0.0,0.0,0.0
18531,2,18531,48,0.2,9.89,1.20,0.6,0.-12,0.-11,7.75,11.59,90935.11,902.93,0.0,0.0,0.0
18577,2,18577,46,0.10,9.93,1.40,0.2,0.-10,0.-11,7.75,11.60,90936.25,903.82,0.0,0.0,0.0
18623,2,18623,46,0.6,9.83,1.33,0.4,0.-12,0.-11,7.68,11.61,90935.11,903.13,0.0,0.0,0.0
18669,2,18669,46,0.7,9.92,1.14,0.3,0.-12,0.-7,7.75,11.60,90939.40,903.63,0.0,0.0,0.0
18730,2,18730,61,0.11,9.94,1.38,0.4,0.-12,0.-10,7.68,11.58,90937.39,903.12,0.0,0.0,0.0
18776,2,18776,46,0.8,9.91,1.29,0.5,0.-9,0.-14,7.68,11.59,90939.59,903.33,0.0,0.0,0.0
18819,2,18819,43,0.-11,9.88,1.32,0.4,0.-10,0.-12,7.68,11.60,90931.87,903.73,0.0,0.0,0.0
18865,2,18865,46,0.18,9.95,1.37,0.3,0.-9,0.-6,7.62,11.60,90937.30,903.53,0.0,0.0,0.0
18911,2,18911,46,0.23,10.0,1.23,0.5,0.-10,0.-11,7.81,11.61,90937.30,903.43,0.0,0.0,0.0
18957,2,18957,46,0.-14,9.96,1.44,0.4,0.-12,0.-14,7.68,11.60,90935.11,903.13,0.0,0.0,0.0
19003,2,19003,46,0.12,9.79,1.25,0.6,0.-8,0.-9,7.75,11.59,90936.25,903.23,0.0,0.0,0.0
19049,2,19049,46,0.24,9.81,1.27,0.2,0.-11,0.-10,7.75,11.60,90939.40,903.4,0.0,0.0,0.0
19092,2,19092,43,0.-19,9.99,1.25,0.3,0.-10,0.-11,7.75,11.61,90933.97,903.53,0.0,0.0,0.0
19138,2,19138,46,0.8,10.13,1.19,0.6,0.-9,0.-6,7.62,11.61,90940.54,903.23,0.0,0.0,0.0
19184,2,19184,46,0.15,9.91,1.34,0.5,0.-12,0.-11,7.68,11.61,90930.73,903.43,0.0,0.0,0.0
19235,2,19235,51,0.-1,9.89,1.34,0.5,0.-10,0.-9,7.75,11.59,90932.92,903.33,0.0,0.0,0.0
19281,2,19281,46,0.7,9.99,1.39,0.3,0.-9,0.-11,7.68,11.60,90941.68,903.23,0.0,0.0,0.0
19327,2,19327,46,0.-22,9.93,1.29,0.4,0.-7,0.-10,7.68,11.60,90938.35,903.53,0.0,0.0,0.0
19370,2,19370,43,0.28,9.94,1.29,0.5,0.-8,0.-5,7.68,11.60,90938.45,902.93,0.0,0.0,0.0
19417,2,19417,47,0.10,9.93,1.29,0.3,0.-10,0.-10,7.75,11.60,90937.30,902.84,0.0,0.0,0.0
19463,2,19463,46,0.-5,9.89,1.27,0.7,0.-7,0.-11,7.68,11.59,90939.50,903.3,0.0,0.0,0.0
19509,2,19509,46,0.4,9.96,1.31,0.2,0.-10,0.-5,7.75,11.60,90931.87,902.93,0.0,0.0,0.0
19555,2,19555,46,0.13,10.0,1.44,0.5,0.-9,0.-7,7.75,11.60,90933.97,902.93,0.0,0.0,0.0
19601,2,19601,46,0.0,9.86,1.21,0.4,0.-9,0.-13,7.75,11.60,90937.30,903.43,0.0,0.0,0.0
19644,2,19644,43,0.10,9.89,1.47,0.2,0.-9,0.-12,7.68,11.59,90940.54,903.62,0.0,0.0,0.0
19690,2,19690,46,0.-7,9.96,1.28,0.5,0.-10,0.-9,7.68,11.61,90939.50,903.63,0.0,0.0,0.0
19741,2,19741,51,0.-4,9.86,1.28,0.6,0.-9,0.-8,7.75,11.60,90938.35,902.64,0.0,0.0,0.0
19787,2,19787,46,0.-1,9.99,1.23,0.5,0.-6,0.-7,7.75,11.60,90931.87,903.33,0.0,0.0,0.0
19833,2,19833,46,0.27,9.98,1.32,0.4,0.-9,0.-7,7.68,11.60,90937.30,903.43,0.0,0.0,0.0
19879,2,19879,46,0.-1,10.0,1.19,0.4,0.-10,0.-12,7.75,11.61,90936.25,903.42,0.0,0.0,0.0
19922,2,19922,43,0.-8,9.86,1.32,0.4,0.-10,0.-10,7.75,11.60,90932.92,903.53,0.0,0.0,0.0
19968,2,19968,46,0.-1,9.93,1.42,0.4,0.-9,0.-7,7.75,11.60,90940.54,903.23,0.0,0.0,0.0
20014,2,20014,46,0.17,9.94,1.24,0.2,0.-8,0.-8,7.75,11.60,90939.50,903.54,0.0,0.0,0.0
20060,2,20060,46,0.4,10.0,1.39,0.3,0.-10,0.-10,7.68,11.60,90930.73,903.43,0.0,0.0,0.0
20106,2,20106,46,0.5,9.94,1.26,0.5,0.-10,0.-10,7.68,11.60,90940.54,903.63,0.0,0.0,0.0
20152,2,20152,46,0.-15,10.0,1.29,0.6,0.-10,0.-9,7.68,11.60,90935.2,903.23,0.0,0.0,0.0
20195,2,20195,43,0.20,9.93,1.36,0.3,0.-8,0.-6,7.75,11.60,90935.11,903.73,0.0,0.0,0.0
20246,2,20246,51,0.15,9.94,1.22,0.4,0.-9,0.-11,7.68,11.60,90936.16,903.23,0.0,0.0,0.0
20292,2,20292,46,0.-9,9.93,1.30,0.5,0.-11,0.-10,7.81,11.61,90933.97,903.34,0.0,0.0,0.0
20338,2,20338,46,0.0,9.93,1.35,0.5,0.-9,0.-7,7.68,11.60,90938.35,903.3,0.0,0.0,0.0
20384,2,20384,46,0.0,9.93,1.29,0.4,0.-7,0.-9,7.68,11.61,90938.35,902.94,0.0,0.0,0.0
20431,2,20431,47,0.17,9.98,1.26,0.6,0.-8,0.-6,7.75,11.61,90936.16,902.64,0.0,0.0,0.0
20474,2,20474,43,0.7,10.2,1.46,0.5,0.-12,0.-8,7.68,11.61,90939.40,903.14,0.0,0.0,0.0
20520,2,20520,46,0.10,9.93,1.33,0.8,0.-6,0.-13,7.68,11.60,90939.40,903.54,0.0,0.0,0.0
20566,2,20566,46,0.38,9.76,1.15,0.9,0.-5,0.-18,7.75,11.61,90938.35,903.23,0.0,0.0,0.0
20612,2,20612,46,0.-36,9.84,1.16,0.4,0.-10,0.-11,7.75,11.61,90935.2,903.43,0.0,0.0,0.0
20658,2,20658,46,0.17,10.6,1.42,0.5,0.-11,0.0,7.75,11.61,90939.40,903.74,0.0,0.0,0.0
20704,2,20704,46,0.-3,9.88,1.22,0.5,0.-9,0.-8,7.75,11.61,90937.30,902.64,0.0,0.0,0.0
20761,2,20761,57,0.-45,9.82,1.37,0.5,0.0,0.3,7.68,11.59,90935.11,902.73,0.0,0.0,0.0
20807,2,20807,46,0.92,9.89,1.18,0.6,0.-6,0.5,7.68,11.59,90931.87,903.63,0.0,0.0,0.0
20853,2,20853,46,0.28,10.20,1.28,0.-2,0.-14,0.-6,7.75,11.60,90937.30,903.14,0.0,0.0,0.0
20899,2,20899,46,0.-2,10.20,1.45,0.8,0.-7,0.-7,7.68,11.61,90929.49,903.63,0.0,0.0,0.0
20945,2,20945,46,0.51,9.76,1.0,0.8,0.-6,0.-17,7.68,11.61,90940.45,903.54,0.0,0.0,0.0
20994,2,20994,49,0.-5,9.87,1.27,0.0,0.-11,0.-17,7.68,11.61,90935.2,903.74,0.0,0.0,0.0
21040,2,21040,46,0.-5,10.7,1.43,0.4,0.-11,0.-8,7.75,11.61,90941.50,903.74,0.0,0.0,0.0
21086,2,21086,46,0.19,9.87,1.35,0.5,0.-10,0.-8,7.68,11.61,90932.82,902.74,0.0,0.0,0.0
21132,2,21132,46,0.9,9.82,1.10,0.4,0.-9,0.-12,7.68,11.62,90941.50,903.74,0.0,0.0,0.0
21178,2,21178,46,0.8,10.0,1.33,0.4,0.-9,0.-9,7.75,11.62,90933.87,903.64,0.0,0.0,0.0
21224,2,21224,46,0.16,9.93,1.27,0.5,0.-12,0.-9,7.75,11.62,90933.87,903.54,0.0,0.0,0.0
21280,2,21280,56,0.2,9.95,1.24,0.2,0.-10,0.-12,7.75,11.60,90937.30,903.63,0.0,0.0,0.0
21326,2,21326,46,0.9,9.96,1.38,0.5,0.-6,0.-9,7.68,11.61,90930.64,903.54,0.0,0.0,0.0
21372,2,21372,46,0.19,9.94,1.16,0.5,0.-10,0.-9,7.75,11.61,90931.78,902.64,0.0,0.0,0.0
21418,2,21418,46,0.7,9.92,1.14,0.3,0.-10,0.-10,7.81,11.60,90930.73,903.24,0.0,0.0,0.0
21465,2,21465,47,0.13,9.98,1.35,0.5,0.-9,0.-11,7.75,11.61,90945.88,902.45,0.0,0.0,0.0
21511,2,21511,46,0.29,9.90,1.35,0.3,0.-10,0.-10,7.81,11.62,90933.87,903.35,0.0,0.0,0.0
21560,2,21560,49,0.-9,9.84,1.31,0.6,0.-11,0.-13,7.68,11.62,90938.16,902.45,0.0,0.0,0.0
21606,2,21606,46,0.22,10.11,1.24,0.0,0.-8,0.-8,7.75,11.61,90938.26,902.55,0.0,0.0,0.0
21652,2,21652,46,0.10,10.10,1.28,0.7,0.-12,0.-15,7.81,11.61,90937.11,903.44,0.0,0.0,0.0
21698,2,21698,46,0.-5,9.99,1.22,0.5,0.-13,0.-13,7.75,11.61,90937.11,903.34,0.0,0.0,0.0
21744,2,21744,46,0.-4,9.91,1.35,0.4,0.-10,0.-13,7.81,11.62,90935.97,903.55,0.0,0.0,0.0
21795,2,21795,51,0.-10,9.87,1.28,0.5,0.-8,0.-8,7.75,11.61,90939.31,903.24,0.0,0.0,0.0
21838,2,21838,43,0.28,9.98,1.34,0.3,0.-9,0.-7,7.81,11.61,90934.92,903.64,0.0,0.0,0.0
21884,2,21884,46,0.4,9.95,1.30,0.4,0.-11,0.-11,7.81,11.62,90931.59,903.15,0.0,0.0,0.0
21930,2,21930,46,0.10,10.10,1.35,0.4,0.-10,0.-10,7.75,11.62,90938.16,903.64,0.0,0.0,0.0
21976,2,21976,46,0.-15,9.87,1.10,0.8,0.-10,0.-12,7.75,11.62,90933.78,903.16,0.0,0.0,0.0
22022,2,22022,46,0.-13,9.95,1.23,0.4,0.-9,0.-7,7.75,11.62,90933.78,903.25,0.0,0.0,0.0
22068,2,22068,46,0.-8,9.94,1.27,0.9,0.-8,0.-4,7.81,11.62,90932.73,903.94,0.0,0.0,0.0
22111,2,22111,43,0.28,9.93,1.15,0.4,0.-6,0.-5,7.81,11.62,90931.68,903.25,0.0,0.0,0.0
22157,2,22157,46,0.26,9.99,1.44,0.4,0.-12,0.-14,7.81,11.62,90933.87,903.35,0.0,0.0,0.0
22203,2,22203,46,0.-11,9.89,0.98,0.5,0.-13,0.-13,7.81,11.62,90938.7,903.55,0.0,0.0,0.0
22249,2,22249,46,0.0,9.82,1.23,0.5,0.-10,0.-11,7.75,11.62,90934.92,903.16,0.0,0.0,0.0
22300,2,22300,51,0.-17,9.99,1.48,0.2,0.-11,0.-9,7.75,11.62,90930.54,903.5,0.0,0.0,0.0
22346,2,22346,46,0.1,9.85,1.1,0.10,0.-7,0.-3,7.75,11.62,90939.31,903.55,0.0,0.0,0.0
22389,2,22389,43,0.22,10.4,0.98,0.3,0.-8,0.-3,7.81,11.61,90934.92,903.85,0.0,0.0,0.0
22435,2,22435,46,0.20,10.24,1.66,0.7,0.-9,0.-11,7.75,11.62,90937.11,902.65,0.0,0.0,0.0
22482,2,22482,47,0.-7,9.89,1.2,0.11,0.-6,0.-14,7.75,11.62,90932.64,902.85,0.0,0.0,0.0
22528,2,22528,46,0.-4,9.80,1.26,0.2,0.-5,0.-12,7.81,11.62,90940.26,903.35,0.0,0.0,0.0
22574,2,22574,46,0.23,9.90,1.22,0.5,0.-4,0.-12,7.81,11.62,90937.11,904.5,0.0,0.0,0.0
22620,2,22620,46,0.18,9.88,1.4,0.2,0.-10,0.-14,7.81,11.62,90936.7,903.65,0.0,0.0,0.0
22664,2,22664,44,0.-19,10.8,1.13,0.7,0.-13,0.-14,7.75,11.62,90937.2,903.35,0.0,0.0,0.0
22710,2,22710,46,0.9,9.96,1.5,0.9,0.-8,0.-16,7.75,11.62,90932.73,903.45,0.0,0.0,0.0
22756,2,22756,46,0.-30,9.83,1.7,0.4,0.-13,0.-19,7.81,11.62,90932.73,903.45,0.0,0.0,0.0
22817,2,22817,61,0.-15,9.96,1.39,0.3,0.-10,0.-11,7.87,11.61,90931.68,903.44,0.0,0.0,0.0
22863,2,22863,46,0.-16,10.1,1.1,0.5,0.-10,0.-9,7.87,11.62,90934.92,903.25,0.0,0.0,0.0
22909,2,22909,46,0.-42,9.86,1.16,0.4,0.-6,0.-10,7.81,11.62,90939.31,903.94,0.0,0.0,0.0
22951,2,22951,42,0.-16,9.88,1.0,0.6,0.-5,0.-3,7.75,11.62,90928.35,903.74,0.0,0.0,0.0
22997,2,22997,46,0.-11,9.96,1.22,0.5,0.-7,0.0,7.75,11.62,90937.2,903.45,0.0,0.0,0.0
23043,2,23043,46,0.11,10.6,1.31,0.4,0.-7,0.0,7.75,11.62,90932.64,903.75,0.0,0.0,0.0
23089,2,23089,46,0.16,10.6,1.21,0.6,0.-7,0.-7,7.81,11.62,90937.2,903.55,0.0,0.0,0.0
23135,2,23135,46,0.-5,10.4,1.12,0.7,0.-9,0.-11,7.75,11.63,90930.44,903.55,0.0,0.0,0.0
23181,2,23181,46,0.-2,9.97,1.12,0.6,0.-10,0.-5,7.75,11.63,90941.40,903.24,0.0,0.0,0.0
23224,2,23224,43,0.22,9.93,1.22,0.6,0.-11,0.-7,7.75,11.62,90931.59,903.26,0.0,0.0,0.0
23270,2,23270,46,0.-12,9.89,0.98,0.3,0.-8,0.-11,7.81,11.62,90942.45,903.85,0.0,0.0,0.0
